# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "A3_sample_longest_full_ORF_with_constructs.gff" "-o" "A3_counts.txt" "A3_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	A3_aln.bam
YBR119W_id001	chrII	479273	480588	+	1316	51
YBR120C_id001	chrII	480191	481071	-	881	35
YBR121C_id001	chrII	481250	483566	-	2317	7
YBR121C-A_id002	chrII	481250	483355	-	2106	0
YBR122C_id004	chrII	483768	485061	-	1294	172
YBR123C_id002	chrII	484670	486754	-	2085	24
YBR125C_id001	chrII	487061	488576	-	1516	63
YBR126C_id001	chrII	488770	490552	-	1783	864
YBR126W-B_id001	chrII	490913	491294	+	382	287
YBR127C_id002	chrII	491103	492986	-	1884	783
YBR128C_id002	chrII	493007	494168	-	1162	17
YBR129C_id001	chrII	494193	495384	-	1192	44
YBR130C_id002	chrII	495479	496938	-	1460	131
YBR131W_id001	chrII	497133	499503	+	2371	42
YBR132C_id001	chrII	499349	501850	-	2502	35
YBR133C_id001	chrII	501498	504446	-	2949	16
YBR135W_id002	chrII	504751	505580	+	830	28
YBR136W_tx0	chrII	505643	512899	+	7257	47
YBR137W_id004	chrII	512966	513801	+	836	127
YBR139W_id004	chrII	515658	517400	+	1743	121
YBR140C_tx0	chrII	517225	526653	-	9429	209
YBR141C_id003	chrII	526857	528083	-	1227	8
YBR141W-A_id001	chrII	526948	527723	+	776	8
YBR142W_id003	chrII	528234	530843	+	2610	263
YBR143C_id002	chrII	530665	532285	-	1621	895
YBR145W_id001	chrII	533721	535122	+	1402	593
YBR146W_id001	chrII	535197	536563	+	1367	131
YBR147W_id001	chrII	536427	537883	+	1457	167
YBR148W_tx0	chrII	537851	539830	+	1980	9
YBR149W_id004	chrII	539956	541302	+	1347	347
YBR150C_tx0	chrII	541084	544518	-	3435	52
YBR151W_id003	chrII	544879	546206	+	1328	157
YBR152W_tx0	chrII	546351	547376	+	1026	4
YBR153W_id004	chrII	546851	548416	+	1566	91
YBR154C_id002	chrII	548266	549150	-	885	246
YBR155W_id001	chrII	549259	551018	+	1760	92
YBR156C_id001	chrII	550925	553278	-	2354	28
YBR157C_id001	chrII	553414	555160	-	1747	13
YBR158W_id003	chrII	556286	558353	+	2068	226
YBR159W_id001	chrII	558632	559894	+	1263	40
YBR160W_id001	chrII	559931	561577	+	1647	66
YBR161W_id001	chrII	561405	563003	+	1599	36
YBR162C_id004	chrII	562831	564808	-	1978	1320
YBR162W-A_id009	chrII	564860	565513	+	654	603
YBR163W_id005	chrII	565611	567538	+	1928	32
YBR164C_id001	chrII	567430	568548	-	1119	316
YBR165W_id001	chrII	568741	569837	+	1097	46
YBR166C_id003	chrII	569732	571279	-	1548	66
YBR167C_id002	chrII	571447	572502	-	1056	52
YBR168W_tx0	chrII	572346	573737	+	1392	51
YBR169C_id002	chrII	573750	576124	-	2375	312
YBR170C_id001	chrII	576057	578112	-	2056	107
YBR171W_id003	chrII	578330	579177	+	848	291
YBR172C_id001	chrII	579012	581501	-	2490	132
YBR173C_id002	chrII	581500	582203	-	704	136
YBR174C_id001	chrII	582174	583425	-	1252	0
YBR175W_id001	chrII	581736	583462	+	1727	41
YBR176W_id002	chrII	583604	584821	+	1218	28
YBR177C_id004	chrII	584563	586208	-	1646	348
YBR179C_id008	chrII	586471	589179	-	2709	45
YBR180W_tx0	chrII	589716	591584	+	1869	1
YBR181C_id002	chrII	591476	592813	-	1338	6940
YBR182C_tx0	chrII	593381	594889	-	1509	4
YBR182C-A_id001	chrII	594946	595849	-	904	1
YBR183W_id003	chrII	596016	597191	+	1176	87
YBR185C_id004	chrII	598938	600017	-	1080	35
YBR186W_tx0	chrII	600528	602485	+	1958	0
YBR187W_id001	chrII	601659	603598	+	1940	217
YBR188C_id001	chrII	602521	604187	-	1667	53
YBR189W_id002	chrII	604482	605915	+	1434	8497
YBR191W_id001	chrII	606248	607191	+	944	0
YBR191W-A_id001	chrII	606300	607280	+	981	228
YBR192W_id003	chrII	607438	609063	+	1626	51
YBR193C_id006	chrII	608609	609938	-	1330	39
YBR194W_id003	chrII	609916	610648	+	733	39
YBR195C_id002	chrII	610470	611950	-	1481	38
YBR196C_id001	chrII	612043	613994	-	1952	1655
YBR196C-A_id001	chrII	613915	614587	-	673	18
YBR197C_id001	chrII	614771	617352	-	2582	22
YBR198C_id001	chrII	616031	618609	-	2579	18
YBR199W_id002	chrII	618810	620607	+	1798	227
YBR200W_id002	chrII	620809	622776	+	1968	75
YBR201C-A_id001	chrII	624305	625418	-	1114	80
YBR201W_id001	chrII	623433	624921	+	1489	21
YBR202W_id002	chrII	625676	628486	+	2811	66
YBR203W_tx0	chrII	629143	632067	+	2925	33
YBR204C_id003	chrII	631999	633449	-	1451	16
YBR205W_tx0	chrII	633597	634961	+	1365	0
YBR206W_id001	chrII	633637	635026	+	1390	36
YBR207W_id002	chrII	635061	636738	+	1678	51
YBR208C_tx0	chrII	636578	642235	-	5658	131
YBR210W_id001	chrII	645330	645990	+	661	15
YBR211C_tx0	chrII	646033	647157	-	1125	5
YBR212W_id001	chrII	647438	650110	+	2673	113
YBR213W_id003	chrII	650250	651388	+	1139	12
YBR214W_id002	chrII	651305	653191	+	1887	195
YBR215W_id001	chrII	653315	655782	+	2468	84
YBR216C_id001	chrII	655282	657647	-	2366	42
YBR217W_id001	chrII	657768	658720	+	953	28
YBR218C_id001	chrII	658591	662399	-	3809	438
YBR220C_id004	chrII	662734	664744	-	2011	33
YBR221C_id001	chrII	664844	666471	-	1628	307
YBR222C_id009	chrII	666606	668403	-	1798	104
YBR223C_id001	chrII	668403	670320	-	1918	58
YBR227C_id001	chrII	673443	675226	-	1784	79
YBR228W_id004	chrII	675313	676380	+	1068	46
YBR229C_id001	chrII	676226	679250	-	3025	59
YBR230C_id003	chrII	679514	680271	-	758	110
YBR230W-A_id002	chrII	679951	680694	+	744	97
YBR231C_id001	chrII	681897	683145	-	1249	37
YBR233W_id003	chrII	683285	684819	+	1535	22
YBR233W-A_id002	chrII	684934	685613	+	680	103
YBR234C_id001	chrII	685281	686654	-	1374	383
YBR235W_id003	chrII	686833	690334	+	3502	37
YBR236C_id002	chrII	690158	691740	-	1583	95
YBR237W_id001	chrII	691916	694608	+	2693	97
YBR238C_id001	chrII	694607	697375	-	2769	15
YBR239C_id001	chrII	698243	700105	-	1863	19
YBR240C_tx0	chrII	700365	701867	-	1503	8
YBR241C_id001	chrII	702432	704174	-	1743	91
YBR242W_id002	chrII	704521	705647	+	1127	79
YBR243C_id001	chrII	704854	706846	-	1993	161
YBR244W_id003	chrII	706948	708102	+	1155	63
YBR245C_tx0	chrII	708025	711564	-	3540	191
YBR246W_id001	chrII	711533	712897	+	1365	99
YBR247C_id005	chrII	712724	714488	-	1765	96
YBR248C_id001	chrII	714623	716570	-	1948	404
YBR249C_id001	chrII	716597	718107	-	1511	1039
YBR250W_tx0	chrII	719008	720729	+	1722	4
YBR251W_id001	chrII	721310	722462	+	1153	57
YBR252W_id001	chrII	722593	723353	+	761	193
YBR253W_id006	chrII	723200	723734	+	535	99
YBR254C_id001	chrII	723541	724276	-	736	25
YBR255C-A_id004	chrII	726484	727134	-	651	110
YBR255W_id004	chrII	724420	726687	+	2268	68
YBR256C_id001	chrII	726918	728114	-	1197	175
YBR257W_id003	chrII	728582	729870	+	1289	79
YBR258C_id001	chrII	729380	730237	-	858	24
YBR259W_id002	chrII	730327	732588	+	2262	8
YBR260C_id003	chrII	732507	734680	-	2174	55
YBR261C_id002	chrII	734651	735567	-	917	68
YBR262C_id003	chrII	735592	736084	-	493	152
YBR263W_id001	chrII	736224	737919	+	1696	521
YBR264C_id001	chrII	737728	738811	-	1084	85
YBR265W_id001	chrII	738110	739677	+	1568	135
YBR267W_id001	chrII	739674	741142	+	1469	50
YBR268W_id004	chrII	741269	741807	+	539	180
YBR269C_id002	chrII	741884	742647	-	764	179
YBR271W_id002	chrII	744594	746204	+	1611	111
YBR272C_id001	chrII	746115	747833	-	1719	66
YBR273C_id003	chrII	747952	749402	-	1451	62
YBR274W_id001	chrII	749554	751425	+	1872	74
YBR275C_tx0	chrII	751231	757131	-	5901	41
YBR276C_id001	chrII	757531	760169	-	2639	159
YBR278W_id007	chrII	760269	761096	+	828	48
YBR279W_id006	chrII	761216	762752	+	1537	94
YBR280C_id005	chrII	762601	764700	-	2100	96
YBR281C_id001	chrII	764840	767624	-	2785	75
YBR282W_id002	chrII	767437	768763	+	1327	139
YBR283C_id002	chrII	768700	770605	-	1906	1247
YBR285W_id004	chrII	773771	774498	+	728	11
YBR286W_id004	chrII	774672	776455	+	1784	829
YBR287W_id001	chrII	776480	778083	+	1604	289
YBR288C_id002	chrII	777946	779919	-	1974	70
YBR289W_id004	chrII	779653	782436	+	2784	31
YBR290W_id005	chrII	782584	783733	+	1150	69
YBR291C_id002	chrII	783404	784604	-	1201	188
YBR293W_tx0	chrII	786981	788555	+	1575	29
YBR294W_tx0	chrII	789210	791939	+	2730	1
YBR295W_tx0	chrII	792824	796624	+	3801	21
YBR296C_tx0	chrII	796673	798547	-	1875	0
YBR297W_id022	chrII	800470	802159	+	1690	15
YBR298C_id019	chrII	802538	804714	-	2177	66
YBR299W_id002	chrII	805319	807236	+	1918	2
YBR300C_id001	chrII	808317	809395	-	1079	0
YBR301W_tx0	chrII	809032	809544	+	513	0
YBR302C_tx0	chrII	810215	811504	-	1290	84
YCL001W_id004	chrIII	111808	112584	+	777	160
YCL002C_id001	chrIII	110262	111700	-	1439	85
YCL004W_id001	chrIII	108956	110740	+	1785	31
YCL005W_id003	chrIII	107739	108934	+	1196	81
YCL005W-A_id003	chrIII	106941	107540	+	600	412
YCL008C_id001	chrIII	105543	106906	-	1364	15
YCL009C_id001	chrIII	104471	105615	-	1145	499
YCL010C_id004	chrIII	102099	104368	-	2270	0
YCL011C_id002	chrIII	101965	104329	-	2365	201
YCL012C_id001	chrIII	101162	101925	-	764	78
YCL014W_tx0	chrIII	96256	101316	+	5061	71
YCL016C_id001	chrIII	94474	95911	-	1438	12
YCL017C_id002	chrIII	92413	94385	-	1973	121
YCL018W_id001	chrIII	91179	92594	+	1416	1
YCL021W-A_id001	chrIII	83530	84097	+	568	28
YCL024W_tx0	chrIII	79137	82400	+	3264	21
YCL025C_id001	chrIII	75941	78023	-	2083	712
YCL026C-A_id001	chrIII	74492	75412	-	921	0
YCL026C-B_id002	chrIII	73330	74085	-	756	21
YCL027W_tx0	chrIII	71778	73466	+	1689	21
YCL028W_id001	chrIII	70126	71749	+	1624	112
YCL029C_id001	chrIII	68353	70020	-	1668	10
YCL030C_id002	chrIII	65779	68393	-	2615	932
YCL031C_id002	chrIII	64556	65637	-	1082	55
YCL032W_id001	chrIII	63067	64581	+	1515	21
YCL033C_id001	chrIII	62705	63467	-	763	48
YCL034W_id004	chrIII	61608	62842	+	1235	78
YCL035C_id004	chrIII	60650	61288	-	639	512
YCL036W_id001	chrIII	58974	60865	+	1892	31
YCL037C_id001	chrIII	56698	58745	-	2048	133
YCL038C_id002	chrIII	54811	56628	-	1818	38
YCL039W_id003	chrIII	52611	54953	+	2343	52
YCL040W_id001	chrIII	50787	52656	+	1870	689
