Gene	Position_from_stop_codon	pRPS3-mCherry-tTOS6_b1	pRPS3-mCherry-tTOS6_b2	pRPS3-mCherry-tHSP26_b1	pRPS3-mCherry-tHSP26_b2	pRPS13-mCherry-tHSP26_b1	pRPS13-mCherry-tHSP26_b2	pHSP26-mCherry-tHSP26_b1	pHSP26-mCherry-tHSP26_b2	pRPS3-mCherry-tHSP26_b3	pRPS3-mCherry-tHSP26_b4	pRPS3-mCherry-tPMA1-long_b1	pRPS3-mCherry-tPMA1-long_b2
HSP26	198	0	0	1	4	4	4	1	3	3	3	0	0
HSP26	199	0	0	1	3	1	2	2	0	1	1	0	0
HSP26	200	0	0	0	0	0	1	0	0	0	0	0	0
HSP26	201	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	202	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	203	0	1	0	0	0	0	0	0	0	0	0	0
HSP26	204	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	205	0	0	0	0	0	0	0	0	0	0	0	1
HSP26	206	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	207	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	208	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	209	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	210	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	211	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	212	0	0	1	0	0	0	1	0	0	0	0	0
HSP26	213	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	214	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	215	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	216	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	217	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	218	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	219	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	220	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	221	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	222	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	223	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	224	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	225	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	226	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	227	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	228	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	229	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	230	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	231	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	232	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	233	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	234	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	235	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	236	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	237	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	238	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	239	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	240	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	241	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	242	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	243	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	244	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	245	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	246	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	247	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	248	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	249	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	250	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	251	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	252	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	253	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	254	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	255	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	256	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	257	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	258	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	259	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	260	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	261	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	262	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	263	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	264	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	265	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	266	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	267	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	268	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	269	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	270	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	271	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	272	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	273	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	274	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	275	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	276	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	277	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	278	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	279	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	280	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	281	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	282	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	283	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	284	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	285	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	286	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	287	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	288	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	289	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	290	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	291	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	292	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	293	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	294	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	295	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	296	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	297	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	298	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	299	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	300	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	301	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	302	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	303	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	304	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	305	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	306	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	307	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	308	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	309	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	310	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	311	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	312	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	313	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	314	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	315	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	316	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	317	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	318	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	319	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	320	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	321	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	322	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	323	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	324	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	325	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	326	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	327	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	328	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	329	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	330	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	331	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	332	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	333	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	334	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	335	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	336	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	337	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	338	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	339	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	340	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	341	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	342	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	343	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	344	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	345	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	346	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	347	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	348	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	349	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	350	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	351	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	352	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	353	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	354	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	355	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	356	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	357	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	358	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	359	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	360	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	361	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	362	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	363	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	364	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	365	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	366	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	367	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	368	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	369	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	370	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	371	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	372	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	373	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	374	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	375	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	376	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	377	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	378	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	379	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	380	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	381	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	382	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	383	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	384	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	385	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	386	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	387	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	388	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	389	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	390	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	391	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	392	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	393	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	394	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	395	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	396	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	397	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	398	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	399	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	400	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	401	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	402	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	403	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	404	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	405	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	406	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	407	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	408	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	409	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	410	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	411	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	412	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	413	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	414	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	415	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	416	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	417	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	418	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	419	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	420	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	421	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	422	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	423	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	424	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	425	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	426	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	427	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	428	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	429	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	430	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	431	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	432	0	0	0	0	0	0	0	0	0	0	0	0
HSP26	433	0	0	0	0	0	0	0	0	0	0	0	0
