Experiment: JA_2020-12-12-pPGK1-mCh-tPIR1_mod-n1  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Group	Score	Res	Status
True	16744448	B17	Sample 41	1	0.98	0.61	
True	16744448	B18	Sample 42	1	0.97	0.6	
True	16744448	B19	Sample 43	1	0.98	0.6	
True	16744448	B20	Sample 44	1	0.98	0.61	
True	16744448	B21	Sample 45	1	0.98	0.6	
True	16744448	B22	Sample 46	1	0.98	0.6	
True	16744448	B23	Sample 47	1	0.94	0.56	
True	16744448	B24	Sample 48	1	0.93	0.55	
True	16744448	C1	Sample 49	1	0.97	0.57	
True	16744448	C2	Sample 50	1	0.97	0.62	
True	16744448	C3	Sample 51	1	0.96	0.63	
True	16744448	C4	Sample 52	1	0.96	0.62	
True	16744448	C5	Sample 53	1	0.9	0.62	
True	16744448	C6	Sample 54	1	0.94	0.64	
True	16744448	C7	Sample 55	1	0.92	0.64	
True	16744448	C8	Sample 56	1	0.95	0.64	
True	16744448	C9	Sample 57	1	0.91	0.62	
True	16744448	C10	Sample 58	1	0.9	0.6	
True	16744448	C11	Sample 59	1	0.87	0.6	
True	16744448	C12	Sample 60	1	0.87	0.64	
True	16744448	C13	Sample 61	1	0.87	0.6	
True	16744448	C14	Sample 62	1	0.88	0.62	
True	16744448	C15	Sample 63	1	0.91	0.64	
True	16744448	C16	Sample 64	1	0.94	0.64	
True	16744448	C17	Sample 65	1	0.93	0.64	
True	16744448	C18	Sample 66	1	0.94	0.64	
True	16744448	C19	Sample 67	1	0.95	0.64	
True	16744448	C20	Sample 68	1	0.92	0.62	
True	16744448	C21	Sample 69	1	0.97	0.63	
True	16744448	C22	Sample 70	1	0.97	0.62	
True	16744448	C23	Sample 71	1	0.97	0.52	
True	16744448	C24	Sample 72	1	0.96	0.46	
True	16744448	D1	Sample 73	1	0.93	0.52	
True	16744448	D2	Sample 74	1	0.98	0.61	
True	16744448	D3	Sample 75	1	0.98	0.63	
True	16744448	D4	Sample 76	1	0.92	0.74	
True	16744448	D5	Sample 77	1	0.97	0.69	
True	16744448	D6	Sample 78	1	0.97	0.68	
True	16744448	D7	Sample 79	1	0.98	0.67	
True	16744448	D8	Sample 80	1	0.98	0.66	
True	16744448	D9	Sample 81	1	0.92	0.55	
True	16744448	D10	Sample 82	1	0.95	0.58	
True	16744448	D11	Sample 83	1	0.99	0.64	
True	16744448	D12	Sample 84	1	0.99	0.66	
True	16744448	D13	Sample 85	1	0.98	0.66	
True	16744448	D14	Sample 86	1	0.98	0.67	
True	16744448	D15	Sample 87	1	0.98	0.61	
True	16744448	D16	Sample 88	1	0.94	0.55	
True	16744448	D17	Sample 89	1	0.9	0.5	
True	16744448	D18	Sample 90	1	0.89	0.51	
True	16744448	D19	Sample 91	1	0.92	0.54	
True	16744448	D20	Sample 92	1	0.9	0.53	
True	16744448	D21	Sample 93	1	0.86	0.5	
True	16744448	D22	Sample 94	1	0.87	0.48	
True	16744448	D23	Sample 95	1	0.96	0.59	
True	16744448	D24	Sample 96	1	0.92	0.54	
True	255	E1	Sample 97	2	0.95	0.37	
True	255	E2	Sample 98	2	0.99	0.32	
True	255	E3	Sample 99	2	0.99	0.32	
True	255	E4	Sample 100	2	0.99	0.31	
True	255	E5	Sample 101	2	0.99	0.31	
True	255	E6	Sample 102	2	0.99	0.32	
True	255	E7	Sample 103	2	0.99	0.31	
True	255	E8	Sample 104	2	0.99	0.31	
True	255	E9	Sample 105	2	0.99	0.3	
True	255	E10	Sample 106	2	0.98	0.3	
True	255	E11	Sample 107	2	0.97	0.29	
True	255	E12	Sample 108	2	0.95	0.28	
True	255	E13	Sample 109	2	0.96	0.27	
True	255	E14	Sample 110	2	0.96	0.3	
True	255	E15	Sample 111	2	0.98	0.28	
True	255	E16	Sample 112	2	0.99	0.31	
True	255	E17	Sample 113	2	0.99	0.28	
True	255	E18	Sample 114	2	0.99	0.28	
True	255	E19	Sample 115	2	0.99	0.29	
True	255	E20	Sample 116	2	0.99	0.29	
True	255	E21	Sample 117	2	0.99	0.3	
True	255	E22	Sample 118	2	0.99	0.28	
True	255	E23	Sample 119	2	0.97	0.32	
True	255	E24	Sample 120	2	0.97	0.26	
True	16744448	F1	Sample 121	1	0.98	0.58	
True	16744448	F2	Sample 122	1	0.96	0.57	
True	16744448	F3	Sample 123	1	0.95	0.55	
True	16744448	F4	Sample 124	1	0.9	0.52	
True	16744448	F5	Sample 125	1	0.89	0.52	
True	16744448	F6	Sample 126	1	0.9	0.51	
True	16744448	F7	Sample 127	1	0.94	0.54	
True	16744448	F8	Sample 128	1	0.92	0.54	
True	16744448	F9	Sample 129	1	0.97	0.55	
True	16744448	F10	Sample 130	1	0.93	0.53	
True	16744448	F11	Sample 131	1	0.91	0.52	
True	16744448	F12	Sample 132	1	0.92	0.52	
True	16744448	F13	Sample 133	1	0.96	0.55	
True	16744448	F14	Sample 134	1	0.92	0.52	
True	16744448	F15	Sample 135	1	0.97	0.57	
True	16744448	F16	Sample 136	1	0.98	0.59	
True	16744448	F17	Sample 137	1	0.98	0.58	
True	16744448	F18	Sample 138	1	0.94	0.54	
True	16744448	F19	Sample 139	1	0.98	0.58	
True	16744448	F20	Sample 140	1	0.98	0.59	
True	16744448	F21	Sample 141	1	0.97	0.57	
True	16744448	F22	Sample 142	1	0.97	0.58	
True	16744448	F23	Sample 143	1	0.85	0.48	
True	16744448	F24	Sample 144	1	0.93	0.55	
True	16744448	G1	Sample 145	1	0.97	0.61	
True	16744448	G2	Sample 146	1	0.97	0.62	
True	16744448	G3	Sample 147	1	0.93	0.62	
True	16744448	G4	Sample 148	1	0.88	0.58	
True	16744448	G5	Sample 149	1	0.91	0.64	
True	16744448	G6	Sample 150	1	0.9	0.64	
True	16744448	G7	Sample 151	1	0.95	0.64	
True	16744448	G8	Sample 152	1	0.92	0.64	
True	16744448	G9	Sample 153	1	0.87	0.6	
True	16744448	G10	Sample 154	1	0.91	0.63	
True	16744448	G11	Sample 155	1	0.94	0.67	
True	16744448	G12	Sample 156	1	0.93	0.65	
True	16744448	G13	Sample 157	1	0.91	0.63	
True	16744448	G14	Sample 158	1	0.95	0.67	
True	16744448	G15	Sample 159	1	0.9	0.61	
True	16744448	G16	Sample 160	1	0.93	0.62	
True	16744448	G17	Sample 161	1	0.97	0.62	
True	16744448	G18	Sample 162	1	0.88	0.57	
True	16744448	G19	Sample 163	1	0.97	0.61	
True	16744448	G20	Sample 164	1	0.97	0.62	
True	16744448	G21	Sample 165	1	0.98	0.59	
True	16744448	G22	Sample 166	1	0.98	0.59	
True	16744448	G23	Sample 167	1	0.96	0.54	
True	16744448	G24	Sample 168	1	0.98	0.54	
True	16744448	H1	Sample 169	1	0.88	0.5	
True	16744448	H2	Sample 170	1	0.93	0.52	
True	16744448	H3	Sample 171	1	0.95	0.56	
True	16744448	H4	Sample 172	1	0.95	0.55	
True	16744448	H5	Sample 173	1	0.94	0.55	
True	16744448	H6	Sample 174	1	0.91	0.52	
True	16744448	H7	Sample 175	1	0.92	0.56	
True	16744448	H8	Sample 176	1	0.92	0.57	
True	16744448	H9	Sample 177	1	0.94	0.56	
True	16744448	H10	Sample 178	1	0.96	0.6	
True	16744448	H11	Sample 179	1	0.97	0.63	
True	16744448	H12	Sample 180	1	0.96	0.59	
True	16744448	H13	Sample 181	1	0.95	0.59	
True	16744448	H14	Sample 182	1	0.97	0.58	
True	16744448	H15	Sample 183	1	0.91	0.57	
True	16744448	H16	Sample 184	1	0.89	0.47	
True	16744448	H17	Sample 185	1	0.87	0.44	
True	16744448	H18	Sample 186	1	0.93	0.49	
True	16744448	H19	Sample 187	1	0.97	0.54	
True	16744448	H20	Sample 188	1	0.92	0.49	
True	16744448	H21	Sample 189	1	0.93	0.52	
True	16744448	H22	Sample 190	1	0.9	0.47	
True	16744448	H23	Sample 191	1	0.98	0.55	
True	16744448	H24	Sample 192	1	0.94	0.52	
True	255	I1	Sample 193	2	0.99	0.31	
True	255	I2	Sample 194	2	0.99	0.29	
True	255	I3	Sample 195	2	0.99	0.3	
True	255	I4	Sample 196	2	1	0.3	
True	255	I5	Sample 197	2	0.99	0.3	
True	255	I6	Sample 198	2	0.99	0.31	
True	255	I7	Sample 199	2	0.98	0.31	
True	255	I8	Sample 200	2	0.99	0.29	
True	255	I9	Sample 201	2	0.99	0.33	
True	255	I10	Sample 202	2	0.99	0.33	
True	255	I11	Sample 203	2	0.99	0.3	
True	255	I12	Sample 204	2	0.99	0.28	
True	255	I13	Sample 205	2	0.99	0.28	
True	255	I14	Sample 206	2	0.99	0.31	
True	255	I15	Sample 207	2	0.99	0.29	
True	255	I16	Sample 208	2	0.98	0.32	
True	255	I17	Sample 209	2	0.98	0.29	
True	255	I18	Sample 210	2	0.97	0.27	
True	255	I19	Sample 211	2	0.95	0.27	
True	255	I20	Sample 212	2	0.97	0.27	
True	255	I21	Sample 213	2	0.96	0.28	
True	255	I22	Sample 214	2	0.96	0.26	
True	255	I23	Sample 215	2	0.97	0.38	
True	255	I24	Sample 216	2	0.96	0.28	
True	16744448	J1	Sample 217	1	0.93	0.57	
True	16744448	J2	Sample 218	1	0.97	0.59	
True	16744448	J3	Sample 219	1	0.95	0.57	
True	16744448	J4	Sample 220	1	0.95	0.57	
True	16744448	J5	Sample 221	1	0.97	0.58	
True	16744448	J6	Sample 222	1	0.94	0.56	
True	16744448	J7	Sample 223	1	0.94	0.57	
True	16744448	J8	Sample 224	1	0.97	0.58	
True	16744448	J9	Sample 225	1	0.97	0.58	
True	16744448	J10	Sample 226	1	0.96	0.56	
True	16744448	J11	Sample 227	1	0.95	0.55	
True	16744448	J12	Sample 228	1	0.93	0.55	
True	16744448	J13	Sample 229	1	0.96	0.56	
True	16744448	J14	Sample 230	1	0.88	0.5	
True	16744448	J15	Sample 231	1	0.97	0.57	
True	16744448	J16	Sample 232	1	0.98	0.58	
True	16744448	J17	Sample 233	1	0.98	0.6	
True	16744448	J18	Sample 234	1	0.98	0.6	
True	16744448	J19	Sample 235	1	0.98	0.6	
True	16744448	J20	Sample 236	1	0.99	0.6	
True	16744448	J21	Sample 237	1	0.97	0.58	
True	16744448	J22	Sample 238	1	0.98	0.59	
True	16744448	J23	Sample 239	1	0.94	0.56	
True	16744448	J24	Sample 240	1	0.95	0.61	
True	16744448	K1	Sample 241	1	0.97	0.54	
True	16744448	K2	Sample 242	1	0.98	0.59	
True	16744448	K3	Sample 243	1	0.97	0.6	
True	16744448	K4	Sample 244	1	0.96	0.64	
True	16744448	K5	Sample 245	1	0.94	0.64	
True	16744448	K6	Sample 246	1	0.95	0.64	
True	16744448	K7	Sample 247	1	0.96	0.63	
True	16744448	K8	Sample 248	1	0.94	0.64	
True	16744448	K9	Sample 249	1	0.96	0.63	
True	16744448	K10	Sample 250	1	0.88	0.59	
True	16744448	K11	Sample 251	1	0.94	0.64	
True	16744448	K12	Sample 252	1	0.9	0.64	
True	16744448	K13	Sample 253	1	0.92	0.64	
True	16744448	K14	Sample 254	1	0.95	0.63	
True	16744448	K15	Sample 255	1	0.97	0.61	
True	16744448	K16	Sample 256	1	0.96	0.63	
True	16744448	K17	Sample 257	1	0.96	0.63	
True	16744448	K18	Sample 258	1	0.97	0.62	
True	16744448	K19	Sample 259	1	0.97	0.62	
True	16744448	K20	Sample 260	1	0.97	0.62	
True	16744448	K21	Sample 261	1	0.98	0.58	
True	16744448	K22	Sample 262	1	0.98	0.58	
True	16744448	K23	Sample 263	1	0.94	0.41	
True	16744448	K24	Sample 264	1	0.97	0.49	
True	16744448	L1	Sample 265	1	0.87	0.42	
True	16744448	L2	Sample 266	1	0.94	0.52	
True	16744448	L3	Sample 267	1	0.96	0.57	
True	16744448	L4	Sample 268	1	0.99	0.63	
True	16744448	L5	Sample 269	1	0.98	0.62	
True	16744448	L6	Sample 270	1	0.98	0.61	
True	16744448	L7	Sample 271	1	0.93	0.58	
True	16744448	L8	Sample 272	1	0.93	0.54	
True	16744448	L9	Sample 273	1	0.93	0.54	
True	16744448	L10	Sample 274	1	0.97	0.59	
True	16744448	L11	Sample 275	1	0.93	0.69	
True	16744448	L12	Sample 276	1	0.99	0.65	
True	16744448	L13	Sample 277	1	0.97	0.68	
True	16744448	L14	Sample 278	1	0.9	0.68	
True	16744448	L15	Sample 279	1	0.96	0.68	
True	16744448	L16	Sample 280	1	0.92	0.51	
True	16744448	L17	Sample 281	1	0.95	0.52	
True	16744448	L18	Sample 282	1	0.95	0.53	
True	16744448	L19	Sample 283	1	0.97	0.56	
True	16744448	L20	Sample 284	1	0.98	0.58	
True	16744448	L21	Sample 285	1	0.95	0.52	
True	16744448	L22	Sample 286	1	0.95	0.51	
True	16744448	L23	Sample 287	1	0.95	0.52	
True	16744448	L24	Sample 288	1	0.94	0.45	
True	3200768	M1	Sample 289	3	0.97	0.24	
True	3200768	M2	Sample 290	3	0.95	0.15	
True	3200768	M3	Sample 291	3	0.98	0.24	
True	151	M4	Sample 292	Unknown	0.93	0.07	
True	3200768	M5	Sample 293	3	0.99	0.28	
True	3200768	M6	Sample 294	3	0.98	0.38	
True	3200768	M7	Sample 295	3	0.99	0.27	
True	3200768	M8	Sample 296	3	0.96	0.42	
True	3200768	M9	Sample 297	3	0.96	0.42	
True	3200768	M10	Sample 298	3	0.98	0.23	
True	3200768	M11	Sample 299	3	0.97	0.4	
True	3200768	M12	Sample 300	3	0.99	0.26	
True	3200768	M13	Sample 301	3	0.99	0.31	
True	3200768	M14	Sample 302	3	0.99	0.28	
True	151	M15	Sample 303	Unknown	0.9	0.04	
True	3200768	M16	Sample 304	3	0.96	0.15	
True	3200768	M17	Sample 305	3	1	0.3	
True	3200768	M18	Sample 306	3	0.97	0.41	
True	3200768	M19	Sample 307	3	0.95	0.45	
True	3200768	M20	Sample 308	3	0.99	0.29	
True	3200768	M21	Sample 309	3	0.95	0.41	
True	3200768	M22	Sample 310	3	0.95	0.21	
True	3200768	M23	Sample 311	3	0.98	0.25	
True	151	M24	Sample 312	Unknown	0.95	0.09	
True	16744448	N1	Sample 313	1	0.87	0.47	
True	16744448	N2	Sample 314	1	0.96	0.58	
True	16744448	N3	Sample 315	1	0.97	0.59	
True	16744448	N4	Sample 316	1	0.99	0.6	
True	16744448	N5	Sample 317	1	0.98	0.59	
True	16711935	N6	Sample 318	4	0.97	0.97	
True	16744448	N7	Sample 319	1	0.99	0.6	
True	16744448	N8	Sample 320	1	0.99	0.6	
True	16744448	N9	Sample 321	1	0.95	0.56	
True	16744448	N10	Sample 322	1	0.99	0.59	
True	16744448	N11	Sample 323	1	0.99	0.6	
True	16744448	N12	Sample 324	1	0.99	0.59	
True	16744448	N13	Sample 325	1	0.98	0.58	
True	16744448	N14	Sample 326	1	0.99	0.6	
True	16744448	N15	Sample 327	1	0.99	0.6	
True	16744448	N16	Sample 328	1	0.99	0.6	
True	16744448	N17	Sample 329	1	1	0.61	
True	16744448	N18	Sample 330	1	0.94	0.55	
True	16744448	N19	Sample 331	1	0.91	0.5	
True	16744448	N20	Sample 332	1	0.92	0.52	
True	16744448	N21	Sample 333	1	0.95	0.57	
True	16744448	N22	Sample 334	1	0.99	0.6	
True	16744448	N23	Sample 335	1	0.99	0.61	
True	16744448	N24	Sample 336	1	0.87	0.5	
True	16711935	O1	Sample 337	4	0.91	0.91	
True	16711935	O2	Sample 338	4	0.96	0.96	
True	16711935	O3	Sample 339	4	0.94	0.94	
True	16711935	O4	Sample 340	4	0.97	0.97	
True	16711935	O5	Sample 341	4	0.96	0.96	
True	16711935	O6	Sample 342	4	0.96	0.96	
True	16711935	O7	Sample 343	4	0.97	0.97	
True	16711935	O8	Sample 344	4	0.94	0.94	
True	16744448	O9	Sample 345	1	0.94	0.28	
True	16744448	O10	Sample 346	1	0.92	0.2	
True	16711935	O11	Sample 347	4	1	0.99	
True	16744448	O12	Sample 348	1	0.91	0.26	
True	16744448	O13	Sample 349	1	0.93	0.27	
True	3200768	O14	Sample 350	3	0.87	0.11	
True	16744448	O15	Sample 351	1	0.96	0.36	
True	16711935	O16	Sample 352	4	0.96	0.96	
True	16711935	O17	Sample 353	4	0.96	0.96	
True	16744448	O18	Sample 354	1	0.95	0.27	
True	16711935	O19	Sample 355	4	0.96	0.96	
True	16744448	O20	Sample 356	1	0.96	0.37	
True	16711935	O21	Sample 357	4	0.98	0.98	
True	16744448	O22	Sample 358	1	0.93	0.2	
True	16711935	O23	Sample 359	4	0.96	0.95	
True	16744448	O24	Sample 360	1	0.93	0.27	
True	16776975	P1	Sample 361	Negative	1	1	
True	16711935	P2	Sample 362	4	0.93	0.93	
True	16711935	P3	Sample 363	4	0.96	0.96	
True	16776975	P4	Sample 364	Negative	1	1	
True	16776975	P5	Sample 365	Negative	1	1	
True	16776975	P6	Sample 366	Negative	1	1	
True	16744448	P7	Sample 367	1	0.83	0.24	
True	16744448	P8	Sample 368	1	0.86	0.31	
True	16776975	P9	Sample 369	Negative	1	1	
True	16744448	P10	Sample 370	1	0.88	0.46	
True	16711935	P11	Sample 371	4	0.95	0.95	
True	16744448	P12	Sample 372	1	0.85	0.35	
True	16711935	P13	Sample 373	4	0.96	0.96	
True	16711935	P14	Sample 374	4	0.96	0.96	
True	16744448	P15	Sample 375	1	0.83	0.13	
True	16744448	P16	Sample 376	1	0.82	0.14	
True	16744448	P17	Sample 377	1	0.86	0.41	
True	16744448	P18	Sample 378	1	0.85	0.26	
True	8421504	P19	Sample 379	5	1	0.61	
True	16776975	P20	Sample 380	Negative	1	1	
True	16744448	P21	Sample 381	1	0.81	0.22	
True	151	P22	Sample 382	Unknown	0.81	0.06	
True	16711935	P23	Sample 383	4	0.94	0.94	
True	151	P24	Sample 384	Unknown	0.79	0.09	
