# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "1" "-t" "primary_transcript" "-g" "ID" "-a" "6dt_sample_longest_full_ORF_with_constructs.gff" "-o" "6dt_counts.txt" "6dt_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	6dt_aln.bam
YBL023C_id001	chrII	174746	177643	-	2898	80
YBL024W_id001	chrII	172504	174868	+	2365	475
YBL025W_id002	chrII	171423	172503	+	1081	51
YBL026W_id001	chrII	170581	171530	+	950	111
YBL027W_id005	chrII	168404	169761	+	1358	4877
YBL028C_id001	chrII	167221	167885	-	665	94
YBL029C-A_id001	chrII	164358	166047	-	1690	54
YBL030C_id009	chrII	162718	164145	-	1428	300
YBL031W_id001	chrII	161665	162887	+	1223	25
YBL032W_id003	chrII	160086	161535	+	1450	179
YBL033C_id001	chrII	158483	159721	-	1239	131
YBL034C_tx0	chrII	153723	158414	-	4692	117
YBL035C_id001	chrII	151364	153703	-	2340	3
YBL036C_id001	chrII	150310	152281	-	1972	154
YBL037W_tx0	chrII	147184	150411	+	3228	71
YBL038W_id001	chrII	146128	147061	+	934	87
YBL039C_id001	chrII	143726	145807	-	2082	6
YBL039C-A_id001	chrII	143808	145725	-	1918	0
YBL039W-B_id001	chrII	143099	143749	+	651	22
YBL040C_id002	chrII	142012	143165	-	1154	150
YBL041W_id015	chrII	141010	142040	+	1031	458
YBL042C_id005	chrII	138180	140319	-	2140	346
YBL043W_id003	chrII	136557	137655	+	1099	9
YBL045C_id003	chrII	133932	135777	-	1846	216
YBL046W_id001	chrII	132406	133937	+	1532	81
YBL047C_id001	chrII	127672	132169	-	4498	1381
YBL049W_tx0	chrII	126803	127369	+	567	32
YBL050W_id001	chrII	125048	126230	+	1183	103
YBL051C_id004	chrII	122304	124824	-	2521	285
YBL052C_tx0	chrII	119254	121899	-	2646	439
YBL054W_id002	chrII	117412	119359	+	1948	39
YBL055C_id001	chrII	115477	117224	-	1748	62
YBL056W_id003	chrII	113626	115581	+	1956	317
YBL057C_id002	chrII	112277	113442	-	1166	163
YBL058W_id001	chrII	111409	112864	+	1456	320
YBL059C-A_id004	chrII	109917	111201	-	1285	44
YBL060W_id001	chrII	107701	110033	+	2333	27
YBL061C_id001	chrII	105195	107514	-	2320	297
YBL063W_tx0	chrII	101861	105346	+	3486	69
YBL064C_id001	chrII	100306	101420	-	1115	194
YBL066C_tx0	chrII	96544	100140	-	3597	83
YBL067C_tx0	chrII	93514	95907	-	2394	157
YBL068W_id001	chrII	92356	93912	+	1557	75
YBL068W-A_id002	chrII	91120	92228	+	1109	0
YBL069W_id001	chrII	90631	92191	+	1561	1
YBL071C_id001	chrII	89856	90544	-	689	0
YBL071W-A_id001	chrII	89935	90746	+	812	92
YBL072C_id002	chrII	88246	89465	-	1220	3848
YBL074C_id001	chrII	86433	87808	-	1376	4
YBL075C_id001	chrII	84418	86984	-	2567	189
YBL076C_id002	chrII	80947	84307	-	3361	1764
YBL078C_id016	chrII	79897	80775	-	879	212
YBL079W_tx0	chrII	75234	79892	+	4659	254
YBL080C_id001	chrII	72946	74748	-	1803	23
YBL081W_id001	chrII	71317	73109	+	1793	100
YBL082C_id003	chrII	69715	71173	-	1459	0
YBL083C_id001	chrII	69698	71093	-	1396	2
YBL084C_tx0	chrII	67044	69470	-	2427	85
YBL085W_id001	chrII	63674	66938	+	3265	493
YBL086C_id001	chrII	61142	62726	-	1585	168
YBL087C_id001	chrII	59593	60845	-	1253	3122
YBL088C_tx0	chrII	50894	59407	-	8514	164
YBL089W_id004	chrII	49558	51234	+	1677	34
YBL090W_id003	chrII	48785	49577	+	793	59
YBL091C_id001	chrII	47010	48636	-	1627	390
YBL091C-A_id001	chrII	46322	47185	-	864	99
YBL092W_id001	chrII	45281	46514	+	1234	2100
YBL093C_id002	chrII	43818	44998	-	1181	230
YBL095W_id003	chrII	43277	44341	+	1065	33
YBL096C_id001	chrII	43132	44042	-	911	0
YBL097W_tx0	chrII	40806	43220	+	2415	130
YBL098W_tx0	chrII	39120	40652	+	1533	8
YBL099W_id002	chrII	36702	38982	+	2281	975
YBL101C_id001	chrII	24777	28406	-	3630	284
YBL102W_id001	chrII	23879	24938	+	1060	113
YBL103C_id001	chrII	21573	23790	-	2218	141
YBL104C_id001	chrII	18076	21318	-	3243	122
YBL105C_id002	chrII	14104	17962	-	3859	305
YBL106C_tx0	chrII	10722	13904	-	3183	38
YBL107C_id002	chrII	9730	10551	-	822	102
YBL108C-A_tx0	chrII	7480	7758	-	279	0
YBL111C_tx0	chrII	2782	5034	-	2253	1
YBR001C_id003	chrII	238783	241433	-	2651	88
YBR002C_id002	chrII	241456	242584	-	1129	110
YBR003W_id007	chrII	242780	244364	+	1585	94
YBR004C_id001	chrII	244272	246715	-	2444	37
YBR005W_id004	chrII	245842	246920	+	1079	74
YBR006W_id002	chrII	246879	248649	+	1771	75
YBR007C_id001	chrII	248623	251106	-	2484	185
YBR008C_id005	chrII	252403	254835	-	2433	103
YBR009C_id002	chrII	255209	256209	-	1001	998
YBR010W_id001	chrII	256303	257098	+	796	582
YBR011C_id002	chrII	256892	258006	-	1115	995
YBR012C_id001	chrII	258941	259571	-	631	21
YBR014C_id008	chrII	266601	267515	-	915	186
YBR015C_id002	chrII	267569	269912	-	2344	137
YBR016W_id001	chrII	269749	270846	+	1098	356
YBR017C_id002	chrII	270760	273772	-	3013	108
YBR018C_tx0	chrII	274302	275552	-	1251	2
YBR019C_tx0	chrII	276128	278377	-	2250	2
YBR020W_tx0	chrII	278996	280732	+	1737	10
YBR021W_id011	chrII	281307	283531	+	2225	64
YBR022W_id002	chrII	283490	284400	+	911	32
YBR023C_id001	chrII	284226	288054	-	3829	119
YBR024W_id004	chrII	289106	290455	+	1350	194
YBR025C_id001	chrII	289931	291896	-	1966	2251
YBR026C_id006	chrII	292747	294102	-	1356	173
YBR028C_id007	chrII	294249	296062	-	1814	92
YBR029C_id003	chrII	296227	297853	-	1627	44
YBR030W_id001	chrII	298020	300071	+	2052	99
YBR031W_id001	chrII	300145	301451	+	1307	1365
YBR034C_id001	chrII	304383	306037	-	1655	128
YBR035C_id001	chrII	306136	307334	-	1199	289
YBR036C_id001	chrII	308745	310355	-	1611	151
YBR037C_id005	chrII	310492	311512	-	1021	90
YBR038W_id003	chrII	311857	314979	+	3123	127
YBR039W_id001	chrII	315484	316949	+	1466	247
YBR040W_tx0	chrII	316943	317989	+	1047	2
YBR041W_id001	chrII	318157	320417	+	2261	117
YBR042C_id002	chrII	320279	321656	-	1378	63
YBR043C_id001	chrII	321721	324094	-	2374	75
YBR044C_id001	chrII	324265	326142	-	1878	51
YBR045C_tx0	chrII	328048	330117	-	2070	18
YBR046C_id001	chrII	330073	331552	-	1480	23
YBR047W_id001	chrII	331288	332494	+	1207	34
YBR048W_id005	chrII	332816	334238	+	1423	3053
YBR049C_id003	chrII	334140	336967	-	2828	134
YBR050C_id001	chrII	337145	338460	-	1316	16
YBR052C_id004	chrII	338532	339423	-	892	917
YBR053C_id001	chrII	339332	340763	-	1432	191
YBR054W_id001	chrII	342781	344584	+	1804	477
YBR055C_id001	chrII	344489	347322	-	2834	134
YBR056W_id008	chrII	347809	349433	+	1625	247
YBR056W-A_id003	chrII	351095	351881	+	787	10
YBR057C_id002	chrII	352055	353405	-	1351	116
YBR058C_id002	chrII	353656	356091	-	2436	96
YBR058C-A_id007	chrII	356079	356625	-	547	209
YBR059C_id004	chrII	356762	360234	-	3473	743
YBR060C_id001	chrII	360589	362638	-	2050	44
YBR061C_id003	chrII	364175	365726	-	1552	54
YBR062C_id003	chrII	365896	366673	-	778	69
YBR063C_id001	chrII	366913	369557	-	2645	20
YBR065C_id001	chrII	367999	369713	-	1715	2
YBR066C_id001	chrII	369932	371004	-	1073	132
YBR067C_id001	chrII	371965	373120	-	1156	603
YBR068C_id002	chrII	373642	375767	-	2126	1775
YBR069C_id006	chrII	376414	378602	-	2189	185
YBR070C_id002	chrII	379101	379980	-	880	54
YBR071W_id001	chrII	380195	381322	+	1128	86
YBR072W_id001	chrII	381848	382838	+	991	158
YBR073W_tx0	chrII	383087	386113	+	3027	139
YBR074W_id001	chrII	386281	389331	+	3051	88
YBR076C-A_id001	chrII	390129	391670	-	1542	41
YBR076W_tx0	chrII	390202	391416	+	1215	2
YBR077C_id001	chrII	391588	392834	-	1247	262
YBR078W_id003	chrII	392947	395384	+	2438	901
YBR079C_id003	chrII	395231	398302	-	3072	1243
YBR080C_id002	chrII	398464	400926	-	2463	129
YBR081C_tx0	chrII	401128	405276	-	4149	383
YBR082C_id002	chrII	406101	407208	-	1108	580
YBR083W_id002	chrII	408947	410708	+	1762	322
YBR084C-A_id004	chrII	414063	415462	-	1400	3277
YBR084W_id002	chrII	410992	414180	+	3189	408
YBR085C-A_id001	chrII	418530	419738	-	1209	453
YBR085W_id001	chrII	415428	417068	+	1641	15
YBR086C_id001	chrII	420076	423360	-	3285	805
YBR087W_id001	chrII	423602	424879	+	1278	144
YBR088C_id002	chrII	424790	425809	-	1020	117
YBR089C-A_id001	chrII	425946	426921	-	976	157
YBR089W_id001	chrII	425028	426037	+	1010	1
YBR091C_id001	chrII	426969	427525	-	557	47
YBR092C_id001	chrII	427647	430844	-	3198	185
YBR093C_id001	chrII	429492	431417	-	1926	1
YBR094W_id001	chrII	431970	434419	+	2450	49
YBR095C_id001	chrII	434314	435772	-	1459	113
YBR096W_id002	chrII	435960	436876	+	917	76
YBR097W_tx0	chrII	436926	441440	+	4515	50
YBR098W_id002	chrII	441495	443742	+	2248	28
YBR101C_id003	chrII	442980	444743	-	1764	219
YBR102C_id003	chrII	444928	447358	-	2431	108
YBR103W_id001	chrII	447496	449378	+	1883	67
YBR104W_id002	chrII	449557	451125	+	1569	140
YBR105C_id002	chrII	450721	452105	-	1385	106
YBR106W_id003	chrII	452652	453825	+	1174	945
YBR107C_id005	chrII	453227	454579	-	1353	31
YBR108W_id001	chrII	454743	457862	+	3120	217
YBR109C_id006	chrII	457579	458407	-	829	610
YBR109W-A_id001	chrII	458498	459155	+	658	0
YBR110W_id001	chrII	458614	460347	+	1734	108
YBR111C_id001	chrII	461107	462146	-	1040	594
YBR111W-A_id005	chrII	462105	462757	+	653	45
YBR112C_id001	chrII	462616	465945	-	3330	376
YBR114W_id002	chrII	467160	469792	+	2633	90
YBR115C_id001	chrII	469611	473945	-	4335	364
YBR117C_tx0	chrII	474267	476462	-	2196	27
YBR118W_id002	chrII	477464	479148	+	1685	8281
YBR119W_id001	chrII	479273	480588	+	1316	49
YBR120C_id001	chrII	480191	481071	-	881	75
YBR121C_id001	chrII	481250	483566	-	2317	26
YBR121C-A_id002	chrII	481250	483355	-	2106	0
YBR122C_id004	chrII	483768	485061	-	1294	292
YBR123C_id002	chrII	484670	486754	-	2085	87
YBR125C_id001	chrII	487061	488576	-	1516	88
YBR126C_id001	chrII	488770	490552	-	1783	866
YBR126W-B_id001	chrII	490913	491294	+	382	1607
YBR127C_id002	chrII	491103	492986	-	1884	1737
YBR128C_id002	chrII	493007	494168	-	1162	41
YBR129C_id001	chrII	494193	495384	-	1192	44
YBR130C_id002	chrII	495479	496938	-	1460	133
YBR131W_id001	chrII	497133	499503	+	2371	67
YBR132C_id001	chrII	499349	501850	-	2502	38
YBR133C_id001	chrII	501498	504446	-	2949	82
YBR135W_id002	chrII	504751	505580	+	830	65
YBR136W_tx0	chrII	505643	512899	+	7257	95
YBR137W_id004	chrII	512966	513801	+	836	96
YBR139W_id004	chrII	515658	517400	+	1743	191
YBR140C_tx0	chrII	517225	526653	-	9429	417
YBR141C_id003	chrII	526857	528083	-	1227	17
YBR141W-A_id001	chrII	526948	527723	+	776	21
YBR142W_id003	chrII	528234	530843	+	2610	156
YBR143C_id002	chrII	530665	532285	-	1621	330
YBR145W_id001	chrII	533721	535122	+	1402	332
YBR146W_id001	chrII	535197	536563	+	1367	388
YBR147W_id001	chrII	536427	537883	+	1457	184
YBR148W_tx0	chrII	537851	539830	+	1980	16
YBR149W_id004	chrII	539956	541302	+	1347	243
YBR150C_tx0	chrII	541084	544518	-	3435	59
YBR151W_id003	chrII	544879	546206	+	1328	229
YBR152W_tx0	chrII	546351	547376	+	1026	26
YBR153W_id004	chrII	546851	548416	+	1566	48
YBR154C_id002	chrII	548266	549150	-	885	215
YBR155W_id001	chrII	549259	551018	+	1760	265
YBR156C_id001	chrII	550925	553278	-	2354	63
YBR157C_id001	chrII	553414	555160	-	1747	35
YBR158W_id003	chrII	556286	558353	+	2068	155
YBR159W_id001	chrII	558632	559894	+	1263	25
YBR160W_id001	chrII	559931	561577	+	1647	192
YBR161W_id001	chrII	561405	563003	+	1599	31
YBR162C_id004	chrII	562831	564808	-	1978	666
YBR162W-A_id009	chrII	564860	565513	+	654	505
YBR163W_id005	chrII	565611	567538	+	1928	66
YBR164C_id001	chrII	567430	568548	-	1119	341
YBR165W_id001	chrII	568741	569837	+	1097	67
YBR166C_id003	chrII	569732	571279	-	1548	48
YBR167C_id002	chrII	571447	572502	-	1056	31
YBR168W_tx0	chrII	572346	573737	+	1392	33
YBR169C_id002	chrII	573750	576124	-	2375	318
YBR170C_id001	chrII	576057	578112	-	2056	72
YBR171W_id003	chrII	578330	579177	+	848	267
YBR172C_id001	chrII	579012	581501	-	2490	568
YBR173C_id002	chrII	581500	582203	-	704	148
YBR174C_id001	chrII	582174	583425	-	1252	0
YBR175W_id001	chrII	581736	583462	+	1727	55
YBR176W_id002	chrII	583604	584821	+	1218	42
YBR177C_id004	chrII	584563	586208	-	1646	287
YBR179C_id008	chrII	586471	589179	-	2709	62
YBR180W_tx0	chrII	589716	591584	+	1869	1
YBR181C_id002	chrII	591476	592813	-	1338	2053
YBR182C_tx0	chrII	593381	594889	-	1509	4
YBR182C-A_id001	chrII	594946	595849	-	904	1
YBR183W_id003	chrII	596016	597191	+	1176	86
YBR185C_id004	chrII	598938	600017	-	1080	18
YBR186W_tx0	chrII	600528	602485	+	1958	0
YBR187W_id001	chrII	601659	603598	+	1940	401
YBR188C_id001	chrII	602521	604187	-	1667	109
YBR189W_id002	chrII	604482	605915	+	1434	2774
YBR191W_id001	chrII	606248	607191	+	944	11
YBR191W-A_id001	chrII	606300	607280	+	981	137
YBR192W_id003	chrII	607438	609063	+	1626	31
YBR193C_id006	chrII	608609	609938	-	1330	50
YBR194W_id003	chrII	609916	610648	+	733	48
YBR195C_id002	chrII	610470	611950	-	1481	60
YBR196C_id001	chrII	612043	613994	-	1952	1177
YBR196C-A_id001	chrII	613915	614587	-	673	19
YBR197C_id001	chrII	614771	617352	-	2582	66
YBR198C_id001	chrII	616031	618609	-	2579	84
YBR199W_id002	chrII	618810	620607	+	1798	486
YBR200W_id002	chrII	620809	622776	+	1968	189
YBR201C-A_id001	chrII	624305	625418	-	1114	36
YBR201W_id001	chrII	623433	624921	+	1489	86
YBR202W_id002	chrII	625676	628486	+	2811	65
YBR203W_tx0	chrII	629143	632067	+	2925	32
YBR204C_id003	chrII	631999	633449	-	1451	49
YBR205W_tx0	chrII	633597	634961	+	1365	3
YBR206W_id001	chrII	633637	635026	+	1390	10
YBR207W_id002	chrII	635061	636738	+	1678	71
YBR208C_tx0	chrII	636578	642235	-	5658	105
YBR210W_id001	chrII	645330	645990	+	661	20
YBR211C_tx0	chrII	646033	647157	-	1125	20
YBR212W_id001	chrII	647438	650110	+	2673	193
YBR213W_id003	chrII	650250	651388	+	1139	51
YBR214W_id002	chrII	651305	653191	+	1887	540
YBR215W_id001	chrII	653315	655782	+	2468	192
YBR216C_id001	chrII	655282	657647	-	2366	20
YBR217W_id001	chrII	657768	658720	+	953	54
YBR218C_id001	chrII	658591	662399	-	3809	628
YBR220C_id004	chrII	662734	664744	-	2011	65
YBR221C_id001	chrII	664844	666471	-	1628	374
YBR222C_id009	chrII	666606	668403	-	1798	99
YBR223C_id001	chrII	668403	670320	-	1918	20
YBR227C_id001	chrII	673443	675226	-	1784	100
YBR228W_id004	chrII	675313	676380	+	1068	25
YBR229C_id001	chrII	676226	679250	-	3025	155
YBR230C_id003	chrII	679514	680271	-	758	215
YBR230W-A_id002	chrII	679951	680694	+	744	81
YBR231C_id001	chrII	681897	683145	-	1249	225
YBR233W_id003	chrII	683285	684819	+	1535	122
YBR233W-A_id002	chrII	684934	685613	+	680	34
YBR234C_id001	chrII	685281	686654	-	1374	262
YBR235W_id003	chrII	686833	690334	+	3502	106
YBR236C_id002	chrII	690158	691740	-	1583	114
YBR237W_id001	chrII	691916	694608	+	2693	129
YBR238C_id001	chrII	694607	697375	-	2769	50
YBR239C_id001	chrII	698243	700105	-	1863	38
YBR240C_tx0	chrII	700365	701867	-	1503	8
YBR241C_id001	chrII	702432	704174	-	1743	82
YBR242W_id002	chrII	704521	705647	+	1127	91
YBR243C_id001	chrII	704854	706846	-	1993	140
YBR244W_id003	chrII	706948	708102	+	1155	58
YBR245C_tx0	chrII	708025	711564	-	3540	401
YBR246W_id001	chrII	711533	712897	+	1365	98
YBR247C_id005	chrII	712724	714488	-	1765	136
YBR248C_id001	chrII	714623	716570	-	1948	502
YBR249C_id001	chrII	716597	718107	-	1511	836
YBR250W_tx0	chrII	719008	720729	+	1722	0
YBR251W_id001	chrII	721310	722462	+	1153	111
YBR252W_id001	chrII	722593	723353	+	761	294
YBR253W_id006	chrII	723200	723734	+	535	130
YBR254C_id001	chrII	723541	724276	-	736	56
YBR255C-A_id004	chrII	726484	727134	-	651	118
YBR255W_id004	chrII	724420	726687	+	2268	137
YBR256C_id001	chrII	726918	728114	-	1197	290
YBR257W_id003	chrII	728582	729870	+	1289	65
YBR258C_id001	chrII	729380	730237	-	858	44
YBR259W_id002	chrII	730327	732588	+	2262	17
YBR260C_id003	chrII	732507	734680	-	2174	54
YBR261C_id002	chrII	734651	735567	-	917	245
YBR262C_id003	chrII	735592	736084	-	493	101
YBR263W_id001	chrII	736224	737919	+	1696	175
YBR264C_id001	chrII	737728	738811	-	1084	87
YBR265W_id001	chrII	738110	739677	+	1568	138
YBR267W_id001	chrII	739674	741142	+	1469	113
YBR268W_id004	chrII	741269	741807	+	539	360
YBR269C_id002	chrII	741884	742647	-	764	182
YBR271W_id002	chrII	744594	746204	+	1611	96
YBR272C_id001	chrII	746115	747833	-	1719	70
YBR273C_id003	chrII	747952	749402	-	1451	144
YBR274W_id001	chrII	749554	751425	+	1872	68
YBR275C_tx0	chrII	751231	757131	-	5901	176
YBR276C_id001	chrII	757531	760169	-	2639	158
YBR278W_id007	chrII	760269	761096	+	828	64
YBR279W_id006	chrII	761216	762752	+	1537	379
YBR280C_id005	chrII	762601	764700	-	2100	63
YBR281C_id001	chrII	764840	767624	-	2785	74
YBR282W_id002	chrII	767437	768763	+	1327	102
YBR283C_id002	chrII	768700	770605	-	1906	1059
YBR285W_id004	chrII	773771	774498	+	728	17
YBR286W_id004	chrII	774672	776455	+	1784	754
YBR287W_id001	chrII	776480	778083	+	1604	91
YBR288C_id002	chrII	777946	779919	-	1974	59
YBR289W_id004	chrII	779653	782436	+	2784	125
YBR290W_id005	chrII	782584	783733	+	1150	154
YBR291C_id002	chrII	783404	784604	-	1201	33
YBR293W_tx0	chrII	786981	788555	+	1575	37
YBR294W_tx0	chrII	789210	791939	+	2730	1
YBR295W_tx0	chrII	792824	796624	+	3801	21
YBR296C_tx0	chrII	796673	798547	-	1875	3
YBR297W_id022	chrII	800470	802159	+	1690	21
YBR298C_id019	chrII	802538	804714	-	2177	108
YBR299W_id002	chrII	805319	807236	+	1918	1
YBR300C_id001	chrII	808317	809395	-	1079	1
YBR301W_tx0	chrII	809032	809544	+	513	2
YBR302C_tx0	chrII	810215	811504	-	1290	170
YCL001W_id004	chrIII	111808	112584	+	777	67
YCL002C_id001	chrIII	110262	111700	-	1439	32
YCL004W_id001	chrIII	108956	110740	+	1785	36
YCL005W_id003	chrIII	107739	108934	+	1196	35
YCL005W-A_id003	chrIII	106941	107540	+	600	437
YCL008C_id001	chrIII	105543	106906	-	1364	249
YCL009C_id001	chrIII	104471	105615	-	1145	1423
YCL010C_id004	chrIII	102099	104368	-	2270	0
YCL011C_id002	chrIII	101965	104329	-	2365	58
YCL012C_id001	chrIII	101162	101925	-	764	96
YCL014W_tx0	chrIII	96256	101316	+	5061	288
YCL016C_id001	chrIII	94474	95911	-	1438	32
YCL017C_id002	chrIII	92413	94385	-	1973	202
YCL018W_id001	chrIII	91179	92594	+	1416	0
YCL021W-A_id001	chrIII	83530	84097	+	568	36
YCL024W_tx0	chrIII	79137	82400	+	3264	119
YCL025C_id001	chrIII	75941	78023	-	2083	892
YCL026C-A_id001	chrIII	74492	75412	-	921	0
YCL026C-B_id002	chrIII	73330	74085	-	756	61
YCL027W_tx0	chrIII	71778	73466	+	1689	89
YCL028W_id001	chrIII	70126	71749	+	1624	161
YCL029C_id001	chrIII	68353	70020	-	1668	109
YCL030C_id002	chrIII	65779	68393	-	2615	1162
YCL031C_id002	chrIII	64556	65637	-	1082	79
YCL032W_id001	chrIII	63067	64581	+	1515	58
YCL033C_id001	chrIII	62705	63467	-	763	41
YCL034W_id004	chrIII	61608	62842	+	1235	54
YCL035C_id004	chrIII	60650	61288	-	639	332
YCL036W_id001	chrIII	58974	60865	+	1892	33
YCL037C_id001	chrIII	56698	58745	-	2048	604
YCL038C_id002	chrIII	54811	56628	-	1818	94
YCL039W_id003	chrIII	52611	54953	+	2343	72
YCL040W_id001	chrIII	50787	52656	+	1870	325
