# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "WD_C11_sample_longest_full_ORF_with_constructs.gff" "-o" "WD_C11_counts.txt" "WD_C11_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	WD_C11_aln.bam
YBR002C_id002	chrII	241456	242584	-	1129	268
YBR003W_id007	chrII	242780	244364	+	1585	348
YBR004C_id001	chrII	244272	246715	-	2444	519
YBR005W_id004	chrII	245842	246920	+	1079	343
YBR006W_id002	chrII	246879	248649	+	1771	113
YBR007C_id001	chrII	248623	251106	-	2484	91
YBR008C_id005	chrII	252403	254835	-	2433	210
YBR009C_id002	chrII	255209	256209	-	1001	7918
YBR010W_id001	chrII	256303	257098	+	796	3074
YBR011C_id002	chrII	256892	258006	-	1115	6647
YBR012C_id001	chrII	258941	259571	-	631	32
YBR014C_id008	chrII	266601	267515	-	915	506
YBR015C_id002	chrII	267569	269912	-	2344	2191
YBR016W_id001	chrII	269749	270846	+	1098	524
YBR017C_id002	chrII	270760	273772	-	3013	392
YBR018C_tx0	chrII	274302	275552	-	1251	1
YBR019C_tx0	chrII	276128	278377	-	2250	19
YBR020W_tx0	chrII	278996	280732	+	1737	75
YBR021W_id011	chrII	281307	283531	+	2225	198
YBR022W_id002	chrII	283490	284400	+	911	160
YBR023C_id001	chrII	284226	288054	-	3829	794
YBR024W_id004	chrII	289106	290455	+	1350	150
YBR025C_id001	chrII	289931	291896	-	1966	12256
YBR026C_id006	chrII	292747	294102	-	1356	362
YBR028C_id007	chrII	294249	296062	-	1814	329
YBR029C_id003	chrII	296227	297853	-	1627	526
YBR030W_id001	chrII	298020	300071	+	2052	141
YBR031W_id001	chrII	300145	301451	+	1307	7531
YBR034C_id001	chrII	304383	306037	-	1655	2732
YBR035C_id001	chrII	306136	307334	-	1199	932
YBR036C_id001	chrII	308745	310355	-	1611	390
YBR037C_id005	chrII	310492	311512	-	1021	247
YBR038W_id003	chrII	311857	314979	+	3123	474
YBR039W_id001	chrII	315484	316949	+	1466	378
YBR040W_tx0	chrII	316943	317989	+	1047	5
YBR041W_id001	chrII	318157	320417	+	2261	329
YBR042C_id002	chrII	320279	321656	-	1378	84
YBR043C_id001	chrII	321721	324094	-	2374	204
YBR044C_id001	chrII	324265	326142	-	1878	128
YBR045C_tx0	chrII	328048	330117	-	2070	32
YBR046C_id001	chrII	330073	331552	-	1480	99
YBR047W_id001	chrII	331288	332494	+	1207	15
YBR048W_id005	chrII	332816	334238	+	1423	7557
YBR049C_id003	chrII	334140	336967	-	2828	566
YBR050C_id001	chrII	337145	338460	-	1316	31
YBR052C_id004	chrII	338532	339423	-	892	1367
YBR053C_id001	chrII	339332	340763	-	1432	207
YBR054W_id001	chrII	342781	344584	+	1804	979
YBR055C_id001	chrII	344489	347322	-	2834	301
YBR056W_id008	chrII	347809	349433	+	1625	574
YBR056W-A_id003	chrII	351095	351881	+	787	192
YBR057C_id002	chrII	352055	353405	-	1351	154
YBR058C_id002	chrII	353656	356091	-	2436	13
YBR058C-A_id007	chrII	356079	356625	-	547	780
YBR059C_id004	chrII	356762	360234	-	3473	573
YBR060C_id001	chrII	360589	362638	-	2050	220
YBR061C_id003	chrII	364175	365726	-	1552	224
YBR062C_id003	chrII	365896	366673	-	778	329
YBR063C_id001	chrII	366913	369557	-	2645	136
YBR065C_id001	chrII	367999	369713	-	1715	0
YBR066C_id001	chrII	369932	371004	-	1073	256
YBR067C_id001	chrII	371965	373120	-	1156	8226
YBR068C_id002	chrII	373642	375767	-	2126	5208
YBR069C_id006	chrII	376414	378602	-	2189	1135
YBR070C_id002	chrII	379101	379980	-	880	384
YBR071W_id001	chrII	380195	381322	+	1128	381
YBR072W_id001	chrII	381848	382838	+	991	137
YBR073W_tx0	chrII	383087	386113	+	3027	593
YBR074W_id001	chrII	386281	389331	+	3051	370
YBR076C-A_id001	chrII	390129	391670	-	1542	295
YBR076W_tx0	chrII	390202	391416	+	1215	0
YBR077C_id001	chrII	391588	392834	-	1247	343
YBR078W_id003	chrII	392947	395384	+	2438	11148
YBR079C_id003	chrII	395231	398302	-	3072	5977
YBR080C_id002	chrII	398464	400926	-	2463	403
YBR081C_tx0	chrII	401128	405276	-	4149	400
YBR082C_id002	chrII	406101	407208	-	1108	2652
YBR083W_id002	chrII	408947	410708	+	1762	200
YBR084C-A_id004	chrII	414063	415462	-	1400	11844
YBR084W_id002	chrII	410992	414180	+	3189	1297
YBR085C-A_id001	chrII	418530	419738	-	1209	2279
YBR085W_id001	chrII	415428	417068	+	1641	173
YBR086C_id001	chrII	420076	423360	-	3285	837
YBR087W_id001	chrII	423602	424879	+	1278	390
YBR088C_id002	chrII	424790	425809	-	1020	486
YBR089C-A_id001	chrII	425946	426921	-	976	1359
YBR089W_id001	chrII	425028	426037	+	1010	2
YBR091C_id001	chrII	426969	427525	-	557	359
YBR092C_id001	chrII	427647	430844	-	3198	1254
YBR093C_id001	chrII	429492	431417	-	1926	0
YBR094W_id001	chrII	431970	434419	+	2450	153
YBR095C_id001	chrII	434314	435772	-	1459	100
YBR096W_id002	chrII	435960	436876	+	917	420
YBR097W_tx0	chrII	436926	441440	+	4515	133
YBR098W_id002	chrII	441495	443742	+	2248	18
YBR101C_id003	chrII	442980	444743	-	1764	684
YBR102C_id003	chrII	444928	447358	-	2431	157
YBR103W_id001	chrII	447496	449378	+	1883	206
YBR104W_id002	chrII	449557	451125	+	1569	703
YBR105C_id002	chrII	450721	452105	-	1385	657
YBR106W_id003	chrII	452652	453825	+	1174	4242
YBR107C_id005	chrII	453227	454579	-	1353	179
YBR108W_id001	chrII	454743	457862	+	3120	179
YBR109C_id006	chrII	457579	458407	-	829	1842
YBR109W-A_id001	chrII	458498	459155	+	658	0
YBR110W_id001	chrII	458614	460347	+	1734	349
YBR111C_id001	chrII	461107	462146	-	1040	1085
YBR111W-A_id005	chrII	462105	462757	+	653	61
YBR112C_id001	chrII	462616	465945	-	3330	434
YBR114W_id002	chrII	467160	469792	+	2633	139
YBR115C_id001	chrII	469611	473945	-	4335	685
YBR117C_tx0	chrII	474267	476462	-	2196	64
YBR118W_id002	chrII	477464	479148	+	1685	106186
YBR119W_id001	chrII	479273	480588	+	1316	123
YBR120C_id001	chrII	480191	481071	-	881	63
YBR121C_id001	chrII	481250	483566	-	2317	2
YBR121C-A_id002	chrII	481250	483355	-	2106	0
YBR122C_id004	chrII	483768	485061	-	1294	484
YBR123C_id002	chrII	484670	486754	-	2085	30
YBR125C_id001	chrII	487061	488576	-	1516	281
YBR126C_id001	chrII	488770	490552	-	1783	1607
YBR126W-B_id001	chrII	490913	491294	+	382	1290
YBR127C_id002	chrII	491103	492986	-	1884	2514
YBR128C_id002	chrII	493007	494168	-	1162	33
YBR129C_id001	chrII	494193	495384	-	1192	70
YBR130C_id002	chrII	495479	496938	-	1460	657
YBR131W_id001	chrII	497133	499503	+	2371	204
YBR132C_id001	chrII	499349	501850	-	2502	80
YBR133C_id001	chrII	501498	504446	-	2949	145
YBR135W_id002	chrII	504751	505580	+	830	197
YBR136W_tx0	chrII	505643	512899	+	7257	38
YBR137W_id004	chrII	512966	513801	+	836	278
YBR139W_id004	chrII	515658	517400	+	1743	230
YBR140C_tx0	chrII	517225	526653	-	9429	550
YBR141C_id003	chrII	526857	528083	-	1227	116
YBR141W-A_id001	chrII	526948	527723	+	776	14
YBR142W_id003	chrII	528234	530843	+	2610	835
YBR143C_id002	chrII	530665	532285	-	1621	1674
YBR145W_id001	chrII	533721	535122	+	1402	723
YBR146W_id001	chrII	535197	536563	+	1367	564
YBR147W_id001	chrII	536427	537883	+	1457	41
YBR148W_tx0	chrII	537851	539830	+	1980	27
YBR149W_id004	chrII	539956	541302	+	1347	798
YBR150C_tx0	chrII	541084	544518	-	3435	119
YBR151W_id003	chrII	544879	546206	+	1328	591
YBR152W_tx0	chrII	546351	547376	+	1026	0
YBR153W_id004	chrII	546851	548416	+	1566	242
YBR154C_id002	chrII	548266	549150	-	885	996
YBR155W_id001	chrII	549259	551018	+	1760	663
YBR156C_id001	chrII	550925	553278	-	2354	118
YBR157C_id001	chrII	553414	555160	-	1747	48
YBR158W_id003	chrII	556286	558353	+	2068	967
YBR159W_id001	chrII	558632	559894	+	1263	57
YBR160W_id001	chrII	559931	561577	+	1647	335
YBR161W_id001	chrII	561405	563003	+	1599	69
YBR162C_id004	chrII	562831	564808	-	1978	3585
YBR162W-A_id009	chrII	564860	565513	+	654	4224
YBR163W_id005	chrII	565611	567538	+	1928	170
YBR164C_id001	chrII	567430	568548	-	1119	768
YBR165W_id001	chrII	568741	569837	+	1097	93
YBR166C_id003	chrII	569732	571279	-	1548	310
YBR167C_id002	chrII	571447	572502	-	1056	207
YBR168W_tx0	chrII	572346	573737	+	1392	103
YBR169C_id002	chrII	573750	576124	-	2375	424
YBR170C_id001	chrII	576057	578112	-	2056	584
YBR171W_id003	chrII	578330	579177	+	848	1134
YBR172C_id001	chrII	579012	581501	-	2490	433
YBR173C_id002	chrII	581500	582203	-	704	432
YBR174C_id001	chrII	582174	583425	-	1252	0
YBR175W_id001	chrII	581736	583462	+	1727	141
YBR176W_id002	chrII	583604	584821	+	1218	60
YBR177C_id004	chrII	584563	586208	-	1646	907
YBR179C_id008	chrII	586471	589179	-	2709	111
YBR180W_tx0	chrII	589716	591584	+	1869	10
YBR181C_id002	chrII	591476	592813	-	1338	21879
YBR182C_tx0	chrII	593381	594889	-	1509	22
YBR182C-A_id001	chrII	594946	595849	-	904	9
YBR183W_id003	chrII	596016	597191	+	1176	216
YBR185C_id004	chrII	598938	600017	-	1080	85
YBR186W_tx0	chrII	600528	602485	+	1958	0
YBR187W_id001	chrII	601659	603598	+	1940	947
YBR188C_id001	chrII	602521	604187	-	1667	180
YBR189W_id002	chrII	604482	605915	+	1434	37448
YBR191W_id001	chrII	606248	607191	+	944	0
YBR191W-A_id001	chrII	606300	607280	+	981	329
YBR192W_id003	chrII	607438	609063	+	1626	227
YBR193C_id006	chrII	608609	609938	-	1330	156
YBR194W_id003	chrII	609916	610648	+	733	127
YBR195C_id002	chrII	610470	611950	-	1481	227
YBR196C_id001	chrII	612043	613994	-	1952	3793
YBR196C-A_id001	chrII	613915	614587	-	673	79
YBR197C_id001	chrII	614771	617352	-	2582	135
YBR198C_id001	chrII	616031	618609	-	2579	21
YBR199W_id002	chrII	618810	620607	+	1798	721
YBR200W_id002	chrII	620809	622776	+	1968	145
YBR201C-A_id001	chrII	624305	625418	-	1114	145
YBR201W_id001	chrII	623433	624921	+	1489	98
YBR202W_id002	chrII	625676	628486	+	2811	190
YBR203W_tx0	chrII	629143	632067	+	2925	33
YBR204C_id003	chrII	631999	633449	-	1451	58
YBR205W_tx0	chrII	633597	634961	+	1365	0
YBR206W_id001	chrII	633637	635026	+	1390	745
YBR207W_id002	chrII	635061	636738	+	1678	237
YBR208C_tx0	chrII	636578	642235	-	5658	330
YBR210W_id001	chrII	645330	645990	+	661	5
YBR211C_tx0	chrII	646033	647157	-	1125	16
YBR212W_id001	chrII	647438	650110	+	2673	498
YBR213W_id003	chrII	650250	651388	+	1139	188
YBR214W_id002	chrII	651305	653191	+	1887	224
YBR215W_id001	chrII	653315	655782	+	2468	168
YBR216C_id001	chrII	655282	657647	-	2366	87
YBR217W_id001	chrII	657768	658720	+	953	78
YBR218C_id001	chrII	658591	662399	-	3809	869
YBR220C_id004	chrII	662734	664744	-	2011	233
YBR221C_id001	chrII	664844	666471	-	1628	1648
YBR222C_id009	chrII	666606	668403	-	1798	509
YBR223C_id001	chrII	668403	670320	-	1918	40
YBR227C_id001	chrII	673443	675226	-	1784	105
YBR228W_id004	chrII	675313	676380	+	1068	148
YBR229C_id001	chrII	676226	679250	-	3025	138
YBR230C_id003	chrII	679514	680271	-	758	308
YBR230W-A_id002	chrII	679951	680694	+	744	193
YBR231C_id001	chrII	681897	683145	-	1249	292
YBR233W_id003	chrII	683285	684819	+	1535	58
YBR233W-A_id002	chrII	684934	685613	+	680	262
YBR234C_id001	chrII	685281	686654	-	1374	1227
YBR235W_id003	chrII	686833	690334	+	3502	268
YBR236C_id002	chrII	690158	691740	-	1583	418
YBR237W_id001	chrII	691916	694608	+	2693	326
YBR238C_id001	chrII	694607	697375	-	2769	46
YBR239C_id001	chrII	698243	700105	-	1863	56
YBR240C_tx0	chrII	700365	701867	-	1503	18
YBR241C_id001	chrII	702432	704174	-	1743	113
YBR242W_id002	chrII	704521	705647	+	1127	674
YBR243C_id001	chrII	704854	706846	-	1993	567
YBR244W_id003	chrII	706948	708102	+	1155	273
YBR245C_tx0	chrII	708025	711564	-	3540	234
YBR246W_id001	chrII	711533	712897	+	1365	628
YBR247C_id005	chrII	712724	714488	-	1765	898
YBR248C_id001	chrII	714623	716570	-	1948	1407
YBR249C_id001	chrII	716597	718107	-	1511	4594
YBR250W_tx0	chrII	719008	720729	+	1722	16
YBR251W_id001	chrII	721310	722462	+	1153	339
YBR252W_id001	chrII	722593	723353	+	761	2655
YBR253W_id006	chrII	723200	723734	+	535	325
YBR254C_id001	chrII	723541	724276	-	736	32
YBR255C-A_id004	chrII	726484	727134	-	651	457
YBR255W_id004	chrII	724420	726687	+	2268	292
YBR256C_id001	chrII	726918	728114	-	1197	472
YBR257W_id003	chrII	728582	729870	+	1289	395
YBR258C_id001	chrII	729380	730237	-	858	144
YBR259W_id002	chrII	730327	732588	+	2262	52
YBR260C_id003	chrII	732507	734680	-	2174	135
YBR261C_id002	chrII	734651	735567	-	917	549
YBR262C_id003	chrII	735592	736084	-	493	375
YBR263W_id001	chrII	736224	737919	+	1696	1433
YBR264C_id001	chrII	737728	738811	-	1084	336
YBR265W_id001	chrII	738110	739677	+	1568	748
YBR267W_id001	chrII	739674	741142	+	1469	385
YBR268W_id004	chrII	741269	741807	+	539	1115
YBR269C_id002	chrII	741884	742647	-	764	535
YBR271W_id002	chrII	744594	746204	+	1611	966
YBR272C_id001	chrII	746115	747833	-	1719	544
YBR273C_id003	chrII	747952	749402	-	1451	110
YBR274W_id001	chrII	749554	751425	+	1872	133
YBR275C_tx0	chrII	751231	757131	-	5901	40
YBR276C_id001	chrII	757531	760169	-	2639	1271
YBR278W_id007	chrII	760269	761096	+	828	212
YBR279W_id006	chrII	761216	762752	+	1537	164
YBR280C_id005	chrII	762601	764700	-	2100	89
YBR281C_id001	chrII	764840	767624	-	2785	140
YBR282W_id002	chrII	767437	768763	+	1327	780
YBR283C_id002	chrII	768700	770605	-	1906	3997
YBR285W_id004	chrII	773771	774498	+	728	21
YBR286W_id004	chrII	774672	776455	+	1784	1575
YBR287W_id001	chrII	776480	778083	+	1604	645
YBR288C_id002	chrII	777946	779919	-	1974	138
YBR289W_id004	chrII	779653	782436	+	2784	84
YBR290W_id005	chrII	782584	783733	+	1150	438
YBR291C_id002	chrII	783404	784604	-	1201	423
YBR293W_tx0	chrII	786981	788555	+	1575	181
YBR294W_tx0	chrII	789210	791939	+	2730	3
YBR295W_tx0	chrII	792824	796624	+	3801	84
YBR296C_tx0	chrII	796673	798547	-	1875	0
YBR297W_id022	chrII	800470	802159	+	1690	101
YBR298C_id019	chrII	802538	804714	-	2177	218
YBR299W_id002	chrII	805319	807236	+	1918	12
YBR300C_id001	chrII	808317	809395	-	1079	2
YBR301W_tx0	chrII	809032	809544	+	513	1
YBR302C_tx0	chrII	810215	811504	-	1290	494
YCL001W_id004	chrIII	111808	112584	+	777	505
YCL002C_id001	chrIII	110262	111700	-	1439	250
YCL004W_id001	chrIII	108956	110740	+	1785	61
YCL005W_id003	chrIII	107739	108934	+	1196	229
YCL005W-A_id003	chrIII	106941	107540	+	600	1768
YCL008C_id001	chrIII	105543	106906	-	1364	143
YCL009C_id001	chrIII	104471	105615	-	1145	1858
YCL010C_id004	chrIII	102099	104368	-	2270	0
YCL011C_id002	chrIII	101965	104329	-	2365	1234
YCL012C_id001	chrIII	101162	101925	-	764	133
YCL014W_tx0	chrIII	96256	101316	+	5061	119
YCL016C_id001	chrIII	94474	95911	-	1438	69
YCL017C_id002	chrIII	92413	94385	-	1973	428
YCL018W_id001	chrIII	91179	92594	+	1416	1
YCL021W-A_id001	chrIII	83530	84097	+	568	50
YCL024W_tx0	chrIII	79137	82400	+	3264	41
YCL025C_id001	chrIII	75941	78023	-	2083	579
YCL026C-A_id001	chrIII	74492	75412	-	921	0
YCL026C-B_id002	chrIII	73330	74085	-	756	39
YCL027W_tx0	chrIII	71778	73466	+	1689	179
YCL028W_id001	chrIII	70126	71749	+	1624	267
YCL029C_id001	chrIII	68353	70020	-	1668	108
YCL030C_id002	chrIII	65779	68393	-	2615	927
YCL031C_id002	chrIII	64556	65637	-	1082	41
YCL032W_id001	chrIII	63067	64581	+	1515	40
YCL033C_id001	chrIII	62705	63467	-	763	49
YCL034W_id004	chrIII	61608	62842	+	1235	42
YCL035C_id004	chrIII	60650	61288	-	639	1206
YCL036W_id001	chrIII	58974	60865	+	1892	96
YCL037C_id001	chrIII	56698	58745	-	2048	216
YCL038C_id002	chrIII	54811	56628	-	1818	59
