# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "B14_sample_longest_full_ORF_with_constructs.gff" "-o" "B14_counts.txt" "B14_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	B14_aln.bam
YBR037C_id005	chrII	310492	311512	-	1021	124
YBR038W_id003	chrII	311857	314979	+	3123	236
YBR039W_id001	chrII	315484	316949	+	1466	223
YBR040W_tx0	chrII	316943	317989	+	1047	0
YBR041W_id001	chrII	318157	320417	+	2261	106
YBR042C_id002	chrII	320279	321656	-	1378	40
YBR043C_id001	chrII	321721	324094	-	2374	26
YBR044C_id001	chrII	324265	326142	-	1878	25
YBR045C_tx0	chrII	328048	330117	-	2070	9
YBR046C_id001	chrII	330073	331552	-	1480	74
YBR047W_id001	chrII	331288	332494	+	1207	4
YBR048W_id005	chrII	332816	334238	+	1423	2857
YBR049C_id003	chrII	334140	336967	-	2828	191
YBR050C_id001	chrII	337145	338460	-	1316	19
YBR052C_id004	chrII	338532	339423	-	892	250
YBR053C_id001	chrII	339332	340763	-	1432	73
YBR054W_id001	chrII	342781	344584	+	1804	280
YBR055C_id001	chrII	344489	347322	-	2834	85
YBR056W_id008	chrII	347809	349433	+	1625	277
YBR056W-A_id003	chrII	351095	351881	+	787	26
YBR057C_id002	chrII	352055	353405	-	1351	69
YBR058C_id002	chrII	353656	356091	-	2436	7
YBR058C-A_id007	chrII	356079	356625	-	547	148
YBR059C_id004	chrII	356762	360234	-	3473	186
YBR060C_id001	chrII	360589	362638	-	2050	56
YBR061C_id003	chrII	364175	365726	-	1552	44
YBR062C_id003	chrII	365896	366673	-	778	132
YBR063C_id001	chrII	366913	369557	-	2645	23
YBR065C_id001	chrII	367999	369713	-	1715	0
YBR066C_id001	chrII	369932	371004	-	1073	37
YBR067C_id001	chrII	371965	373120	-	1156	2227
YBR068C_id002	chrII	373642	375767	-	2126	982
YBR069C_id006	chrII	376414	378602	-	2189	263
YBR070C_id002	chrII	379101	379980	-	880	81
YBR071W_id001	chrII	380195	381322	+	1128	80
YBR072W_id001	chrII	381848	382838	+	991	188
YBR073W_tx0	chrII	383087	386113	+	3027	137
YBR074W_id001	chrII	386281	389331	+	3051	60
YBR076C-A_id001	chrII	390129	391670	-	1542	82
YBR076W_tx0	chrII	390202	391416	+	1215	0
YBR077C_id001	chrII	391588	392834	-	1247	65
YBR078W_id003	chrII	392947	395384	+	2438	3131
YBR079C_id003	chrII	395231	398302	-	3072	650
YBR080C_id002	chrII	398464	400926	-	2463	195
YBR081C_tx0	chrII	401128	405276	-	4149	148
YBR082C_id002	chrII	406101	407208	-	1108	875
YBR083W_id002	chrII	408947	410708	+	1762	77
YBR084C-A_id004	chrII	414063	415462	-	1400	2796
YBR084W_id002	chrII	410992	414180	+	3189	380
YBR085C-A_id001	chrII	418530	419738	-	1209	793
YBR085W_id001	chrII	415428	417068	+	1641	49
YBR086C_id001	chrII	420076	423360	-	3285	385
YBR087W_id001	chrII	423602	424879	+	1278	119
YBR088C_id002	chrII	424790	425809	-	1020	207
YBR089C-A_id001	chrII	425946	426921	-	976	494
YBR089W_id001	chrII	425028	426037	+	1010	3
YBR091C_id001	chrII	426969	427525	-	557	68
YBR092C_id001	chrII	427647	430844	-	3198	201
YBR093C_id001	chrII	429492	431417	-	1926	1
YBR094W_id001	chrII	431970	434419	+	2450	51
YBR095C_id001	chrII	434314	435772	-	1459	95
YBR096W_id002	chrII	435960	436876	+	917	91
YBR097W_tx0	chrII	436926	441440	+	4515	91
YBR098W_id002	chrII	441495	443742	+	2248	10
YBR101C_id003	chrII	442980	444743	-	1764	169
YBR102C_id003	chrII	444928	447358	-	2431	44
YBR103W_id001	chrII	447496	449378	+	1883	81
YBR104W_id002	chrII	449557	451125	+	1569	70
YBR105C_id002	chrII	450721	452105	-	1385	183
YBR106W_id003	chrII	452652	453825	+	1174	997
YBR107C_id005	chrII	453227	454579	-	1353	25
YBR108W_id001	chrII	454743	457862	+	3120	66
YBR109C_id006	chrII	457579	458407	-	829	464
YBR109W-A_id001	chrII	458498	459155	+	658	0
YBR110W_id001	chrII	458614	460347	+	1734	109
YBR111C_id001	chrII	461107	462146	-	1040	256
YBR111W-A_id005	chrII	462105	462757	+	653	27
YBR112C_id001	chrII	462616	465945	-	3330	205
YBR114W_id002	chrII	467160	469792	+	2633	39
YBR115C_id001	chrII	469611	473945	-	4335	180
YBR117C_tx0	chrII	474267	476462	-	2196	46
YBR118W_id002	chrII	477464	479148	+	1685	28942
YBR119W_id001	chrII	479273	480588	+	1316	59
YBR120C_id001	chrII	480191	481071	-	881	47
YBR121C_id001	chrII	481250	483566	-	2317	9
YBR121C-A_id002	chrII	481250	483355	-	2106	0
YBR122C_id004	chrII	483768	485061	-	1294	208
YBR123C_id002	chrII	484670	486754	-	2085	27
YBR125C_id001	chrII	487061	488576	-	1516	60
YBR126C_id001	chrII	488770	490552	-	1783	1069
YBR126W-B_id001	chrII	490913	491294	+	382	282
YBR127C_id002	chrII	491103	492986	-	1884	790
YBR128C_id002	chrII	493007	494168	-	1162	21
YBR129C_id001	chrII	494193	495384	-	1192	50
YBR130C_id002	chrII	495479	496938	-	1460	128
YBR131W_id001	chrII	497133	499503	+	2371	44
YBR132C_id001	chrII	499349	501850	-	2502	77
YBR133C_id001	chrII	501498	504446	-	2949	35
YBR135W_id002	chrII	504751	505580	+	830	26
YBR136W_tx0	chrII	505643	512899	+	7257	54
YBR137W_id004	chrII	512966	513801	+	836	139
YBR139W_id004	chrII	515658	517400	+	1743	126
YBR140C_tx0	chrII	517225	526653	-	9429	209
YBR141C_id003	chrII	526857	528083	-	1227	16
YBR141W-A_id001	chrII	526948	527723	+	776	3
YBR142W_id003	chrII	528234	530843	+	2610	251
YBR143C_id002	chrII	530665	532285	-	1621	686
YBR145W_id001	chrII	533721	535122	+	1402	329
YBR146W_id001	chrII	535197	536563	+	1367	135
YBR147W_id001	chrII	536427	537883	+	1457	102
YBR148W_tx0	chrII	537851	539830	+	1980	8
YBR149W_id004	chrII	539956	541302	+	1347	477
YBR150C_tx0	chrII	541084	544518	-	3435	71
YBR151W_id003	chrII	544879	546206	+	1328	178
YBR152W_tx0	chrII	546351	547376	+	1026	0
YBR153W_id004	chrII	546851	548416	+	1566	67
YBR154C_id002	chrII	548266	549150	-	885	212
YBR155W_id001	chrII	549259	551018	+	1760	63
YBR156C_id001	chrII	550925	553278	-	2354	27
YBR157C_id001	chrII	553414	555160	-	1747	23
YBR158W_id003	chrII	556286	558353	+	2068	247
YBR159W_id001	chrII	558632	559894	+	1263	18
YBR160W_id001	chrII	559931	561577	+	1647	93
YBR161W_id001	chrII	561405	563003	+	1599	41
YBR162C_id004	chrII	562831	564808	-	1978	1216
YBR162W-A_id009	chrII	564860	565513	+	654	519
YBR163W_id005	chrII	565611	567538	+	1928	40
YBR164C_id001	chrII	567430	568548	-	1119	280
YBR165W_id001	chrII	568741	569837	+	1097	37
YBR166C_id003	chrII	569732	571279	-	1548	73
YBR167C_id002	chrII	571447	572502	-	1056	63
YBR168W_tx0	chrII	572346	573737	+	1392	63
YBR169C_id002	chrII	573750	576124	-	2375	295
YBR170C_id001	chrII	576057	578112	-	2056	119
YBR171W_id003	chrII	578330	579177	+	848	313
YBR172C_id001	chrII	579012	581501	-	2490	110
YBR173C_id002	chrII	581500	582203	-	704	98
YBR174C_id001	chrII	582174	583425	-	1252	0
YBR175W_id001	chrII	581736	583462	+	1727	60
YBR176W_id002	chrII	583604	584821	+	1218	14
YBR177C_id004	chrII	584563	586208	-	1646	356
YBR179C_id008	chrII	586471	589179	-	2709	81
YBR180W_tx0	chrII	589716	591584	+	1869	0
YBR181C_id002	chrII	591476	592813	-	1338	5572
YBR182C_tx0	chrII	593381	594889	-	1509	0
YBR182C-A_id001	chrII	594946	595849	-	904	1
YBR183W_id003	chrII	596016	597191	+	1176	79
YBR185C_id004	chrII	598938	600017	-	1080	27
YBR186W_tx0	chrII	600528	602485	+	1958	0
YBR187W_id001	chrII	601659	603598	+	1940	238
YBR188C_id001	chrII	602521	604187	-	1667	37
YBR189W_id002	chrII	604482	605915	+	1434	8255
YBR191W_id001	chrII	606248	607191	+	944	0
YBR191W-A_id001	chrII	606300	607280	+	981	32
YBR192W_id003	chrII	607438	609063	+	1626	45
YBR193C_id006	chrII	608609	609938	-	1330	47
YBR194W_id003	chrII	609916	610648	+	733	26
YBR195C_id002	chrII	610470	611950	-	1481	37
YBR196C_id001	chrII	612043	613994	-	1952	1250
YBR196C-A_id001	chrII	613915	614587	-	673	18
YBR197C_id001	chrII	614771	617352	-	2582	22
YBR198C_id001	chrII	616031	618609	-	2579	21
YBR199W_id002	chrII	618810	620607	+	1798	246
YBR200W_id002	chrII	620809	622776	+	1968	69
YBR201C-A_id001	chrII	624305	625418	-	1114	71
YBR201W_id001	chrII	623433	624921	+	1489	21
YBR202W_id002	chrII	625676	628486	+	2811	48
YBR203W_tx0	chrII	629143	632067	+	2925	39
YBR204C_id003	chrII	631999	633449	-	1451	18
YBR205W_tx0	chrII	633597	634961	+	1365	0
YBR206W_id001	chrII	633637	635026	+	1390	39
YBR207W_id002	chrII	635061	636738	+	1678	65
YBR208C_tx0	chrII	636578	642235	-	5658	94
YBR210W_id001	chrII	645330	645990	+	661	16
YBR211C_tx0	chrII	646033	647157	-	1125	4
YBR212W_id001	chrII	647438	650110	+	2673	136
YBR213W_id003	chrII	650250	651388	+	1139	14
YBR214W_id002	chrII	651305	653191	+	1887	209
YBR215W_id001	chrII	653315	655782	+	2468	102
YBR216C_id001	chrII	655282	657647	-	2366	44
YBR217W_id001	chrII	657768	658720	+	953	27
YBR218C_id001	chrII	658591	662399	-	3809	367
YBR220C_id004	chrII	662734	664744	-	2011	29
YBR221C_id001	chrII	664844	666471	-	1628	333
YBR222C_id009	chrII	666606	668403	-	1798	103
YBR223C_id001	chrII	668403	670320	-	1918	37
YBR227C_id001	chrII	673443	675226	-	1784	68
YBR228W_id004	chrII	675313	676380	+	1068	53
YBR229C_id001	chrII	676226	679250	-	3025	58
YBR230C_id003	chrII	679514	680271	-	758	149
YBR230W-A_id002	chrII	679951	680694	+	744	101
YBR231C_id001	chrII	681897	683145	-	1249	41
YBR233W_id003	chrII	683285	684819	+	1535	24
YBR233W-A_id002	chrII	684934	685613	+	680	103
YBR234C_id001	chrII	685281	686654	-	1374	403
YBR235W_id003	chrII	686833	690334	+	3502	51
YBR236C_id002	chrII	690158	691740	-	1583	85
YBR237W_id001	chrII	691916	694608	+	2693	89
YBR238C_id001	chrII	694607	697375	-	2769	10
YBR239C_id001	chrII	698243	700105	-	1863	12
YBR240C_tx0	chrII	700365	701867	-	1503	7
YBR241C_id001	chrII	702432	704174	-	1743	72
YBR242W_id002	chrII	704521	705647	+	1127	67
YBR243C_id001	chrII	704854	706846	-	1993	190
YBR244W_id003	chrII	706948	708102	+	1155	41
YBR245C_tx0	chrII	708025	711564	-	3540	187
YBR246W_id001	chrII	711533	712897	+	1365	78
YBR247C_id005	chrII	712724	714488	-	1765	86
YBR248C_id001	chrII	714623	716570	-	1948	295
YBR249C_id001	chrII	716597	718107	-	1511	864
YBR250W_tx0	chrII	719008	720729	+	1722	4
YBR251W_id001	chrII	721310	722462	+	1153	74
YBR252W_id001	chrII	722593	723353	+	761	215
YBR253W_id006	chrII	723200	723734	+	535	107
YBR254C_id001	chrII	723541	724276	-	736	15
YBR255C-A_id004	chrII	726484	727134	-	651	88
YBR255W_id004	chrII	724420	726687	+	2268	73
YBR256C_id001	chrII	726918	728114	-	1197	106
YBR257W_id003	chrII	728582	729870	+	1289	89
YBR258C_id001	chrII	729380	730237	-	858	38
YBR259W_id002	chrII	730327	732588	+	2262	6
YBR260C_id003	chrII	732507	734680	-	2174	57
YBR261C_id002	chrII	734651	735567	-	917	61
YBR262C_id003	chrII	735592	736084	-	493	130
YBR263W_id001	chrII	736224	737919	+	1696	470
YBR264C_id001	chrII	737728	738811	-	1084	82
YBR265W_id001	chrII	738110	739677	+	1568	149
YBR267W_id001	chrII	739674	741142	+	1469	48
YBR268W_id004	chrII	741269	741807	+	539	171
YBR269C_id002	chrII	741884	742647	-	764	203
YBR271W_id002	chrII	744594	746204	+	1611	107
YBR272C_id001	chrII	746115	747833	-	1719	78
YBR273C_id003	chrII	747952	749402	-	1451	52
YBR274W_id001	chrII	749554	751425	+	1872	58
YBR275C_tx0	chrII	751231	757131	-	5901	64
YBR276C_id001	chrII	757531	760169	-	2639	192
YBR278W_id007	chrII	760269	761096	+	828	48
YBR279W_id006	chrII	761216	762752	+	1537	95
YBR280C_id005	chrII	762601	764700	-	2100	67
YBR281C_id001	chrII	764840	767624	-	2785	57
YBR282W_id002	chrII	767437	768763	+	1327	150
YBR283C_id002	chrII	768700	770605	-	1906	1202
YBR285W_id004	chrII	773771	774498	+	728	27
YBR286W_id004	chrII	774672	776455	+	1784	864
YBR287W_id001	chrII	776480	778083	+	1604	297
YBR288C_id002	chrII	777946	779919	-	1974	49
YBR289W_id004	chrII	779653	782436	+	2784	23
YBR290W_id005	chrII	782584	783733	+	1150	99
YBR291C_id002	chrII	783404	784604	-	1201	140
YBR293W_tx0	chrII	786981	788555	+	1575	35
YBR294W_tx0	chrII	789210	791939	+	2730	2
YBR295W_tx0	chrII	792824	796624	+	3801	21
YBR296C_tx0	chrII	796673	798547	-	1875	2
YBR297W_id022	chrII	800470	802159	+	1690	28
YBR298C_id019	chrII	802538	804714	-	2177	178
YBR299W_id002	chrII	805319	807236	+	1918	3
YBR300C_id001	chrII	808317	809395	-	1079	0
YBR301W_tx0	chrII	809032	809544	+	513	0
YBR302C_tx0	chrII	810215	811504	-	1290	131
YCL001W_id004	chrIII	111808	112584	+	777	125
YCL002C_id001	chrIII	110262	111700	-	1439	78
YCL004W_id001	chrIII	108956	110740	+	1785	30
YCL005W_id003	chrIII	107739	108934	+	1196	74
YCL005W-A_id003	chrIII	106941	107540	+	600	322
YCL008C_id001	chrIII	105543	106906	-	1364	12
YCL009C_id001	chrIII	104471	105615	-	1145	408
YCL010C_id004	chrIII	102099	104368	-	2270	0
YCL011C_id002	chrIII	101965	104329	-	2365	138
YCL012C_id001	chrIII	101162	101925	-	764	54
YCL014W_tx0	chrIII	96256	101316	+	5061	40
YCL016C_id001	chrIII	94474	95911	-	1438	14
YCL017C_id002	chrIII	92413	94385	-	1973	142
YCL018W_id001	chrIII	91179	92594	+	1416	0
YCL021W-A_id001	chrIII	83530	84097	+	568	18
YCL024W_tx0	chrIII	79137	82400	+	3264	30
YCL025C_id001	chrIII	75941	78023	-	2083	570
YCL026C-A_id001	chrIII	74492	75412	-	921	1
YCL026C-B_id002	chrIII	73330	74085	-	756	14
YCL027W_tx0	chrIII	71778	73466	+	1689	28
YCL028W_id001	chrIII	70126	71749	+	1624	82
YCL029C_id001	chrIII	68353	70020	-	1668	15
YCL030C_id002	chrIII	65779	68393	-	2615	492
YCL031C_id002	chrIII	64556	65637	-	1082	22
YCL032W_id001	chrIII	63067	64581	+	1515	23
YCL033C_id001	chrIII	62705	63467	-	763	22
YCL034W_id004	chrIII	61608	62842	+	1235	36
YCL035C_id004	chrIII	60650	61288	-	639	632
YCL036W_id001	chrIII	58974	60865	+	1892	29
YCL037C_id001	chrIII	56698	58745	-	2048	75
YCL038C_id002	chrIII	54811	56628	-	1818	32
YCL039W_id003	chrIII	52611	54953	+	2343	37
YCL040W_id001	chrIII	50787	52656	+	1870	304
