# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "WD_C13_sample_longest_full_ORF_with_constructs.gff" "-o" "WD_C13_counts.txt" "WD_C13_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	WD_C13_aln.bam
YBL055C_id001	chrII	115477	117224	-	1748	203
YBL056W_id003	chrII	113626	115581	+	1956	1260
YBL057C_id002	chrII	112277	113442	-	1166	642
YBL058W_id001	chrII	111409	112864	+	1456	633
YBL059C-A_id004	chrII	109917	111201	-	1285	197
YBL060W_id001	chrII	107701	110033	+	2333	95
YBL061C_id001	chrII	105195	107514	-	2320	187
YBL063W_tx0	chrII	101861	105346	+	3486	26
YBL064C_id001	chrII	100306	101420	-	1115	481
YBL066C_tx0	chrII	96544	100140	-	3597	11
YBL067C_tx0	chrII	93514	95907	-	2394	151
YBL068W_id001	chrII	92356	93912	+	1557	584
YBL068W-A_id002	chrII	91120	92228	+	1109	0
YBL069W_id001	chrII	90631	92191	+	1561	2
YBL071C_id001	chrII	89856	90544	-	689	3
YBL071W-A_id001	chrII	89935	90746	+	812	335
YBL072C_id002	chrII	88246	89465	-	1220	12630
YBL074C_id001	chrII	86433	87808	-	1376	6
YBL075C_id001	chrII	84418	86984	-	2567	584
YBL076C_id002	chrII	80947	84307	-	3361	1866
YBL078C_id016	chrII	79897	80775	-	879	369
YBL079W_tx0	chrII	75234	79892	+	4659	457
YBL080C_id001	chrII	72946	74748	-	1803	46
YBL081W_id001	chrII	71317	73109	+	1793	964
YBL082C_id003	chrII	69715	71173	-	1459	0
YBL083C_id001	chrII	69698	71093	-	1396	161
YBL084C_tx0	chrII	67044	69470	-	2427	118
YBL085W_id001	chrII	63674	66938	+	3265	100
YBL086C_id001	chrII	61142	62726	-	1585	154
YBL087C_id001	chrII	59593	60845	-	1253	35628
YBL088C_tx0	chrII	50894	59407	-	8514	283
YBL089W_id004	chrII	49558	51234	+	1677	226
YBL090W_id003	chrII	48785	49577	+	793	330
YBL091C_id001	chrII	47010	48636	-	1627	928
YBL091C-A_id001	chrII	46322	47185	-	864	98
YBL092W_id001	chrII	45281	46514	+	1234	15576
YBL093C_id002	chrII	43818	44998	-	1181	948
YBL095W_id003	chrII	43277	44341	+	1065	160
YBL096C_id001	chrII	43132	44042	-	911	4
YBL097W_tx0	chrII	40806	43220	+	2415	16
YBL098W_tx0	chrII	39120	40652	+	1533	4
YBL099W_id002	chrII	36702	38982	+	2281	772
YBL101C_id001	chrII	24777	28406	-	3630	158
YBL102W_id001	chrII	23879	24938	+	1060	278
YBL103C_id001	chrII	21573	23790	-	2218	111
YBL104C_id001	chrII	18076	21318	-	3243	190
YBL105C_id002	chrII	14104	17962	-	3859	321
YBL106C_tx0	chrII	10722	13904	-	3183	261
YBL107C_id002	chrII	9730	10551	-	822	288
YBL108C-A_tx0	chrII	7480	7758	-	279	0
YBL111C_tx0	chrII	2782	5034	-	2253	0
YBR001C_id003	chrII	238783	241433	-	2651	230
YBR002C_id002	chrII	241456	242584	-	1129	208
YBR003W_id007	chrII	242780	244364	+	1585	371
YBR004C_id001	chrII	244272	246715	-	2444	558
YBR005W_id004	chrII	245842	246920	+	1079	427
YBR006W_id002	chrII	246879	248649	+	1771	136
YBR007C_id001	chrII	248623	251106	-	2484	80
YBR008C_id005	chrII	252403	254835	-	2433	245
YBR009C_id002	chrII	255209	256209	-	1001	7349
YBR010W_id001	chrII	256303	257098	+	796	4002
YBR011C_id002	chrII	256892	258006	-	1115	6118
YBR012C_id001	chrII	258941	259571	-	631	68
YBR014C_id008	chrII	266601	267515	-	915	478
YBR015C_id002	chrII	267569	269912	-	2344	2071
YBR016W_id001	chrII	269749	270846	+	1098	539
YBR017C_id002	chrII	270760	273772	-	3013	360
YBR018C_tx0	chrII	274302	275552	-	1251	3
YBR019C_tx0	chrII	276128	278377	-	2250	17
YBR020W_tx0	chrII	278996	280732	+	1737	70
YBR021W_id011	chrII	281307	283531	+	2225	218
YBR022W_id002	chrII	283490	284400	+	911	125
YBR023C_id001	chrII	284226	288054	-	3829	857
YBR024W_id004	chrII	289106	290455	+	1350	125
YBR025C_id001	chrII	289931	291896	-	1966	10095
YBR026C_id006	chrII	292747	294102	-	1356	287
YBR028C_id007	chrII	294249	296062	-	1814	321
YBR029C_id003	chrII	296227	297853	-	1627	607
YBR030W_id001	chrII	298020	300071	+	2052	118
YBR031W_id001	chrII	300145	301451	+	1307	6453
YBR034C_id001	chrII	304383	306037	-	1655	2536
YBR035C_id001	chrII	306136	307334	-	1199	1240
YBR036C_id001	chrII	308745	310355	-	1611	392
YBR037C_id005	chrII	310492	311512	-	1021	171
YBR038W_id003	chrII	311857	314979	+	3123	684
YBR039W_id001	chrII	315484	316949	+	1466	627
YBR040W_tx0	chrII	316943	317989	+	1047	5
YBR041W_id001	chrII	318157	320417	+	2261	361
YBR042C_id002	chrII	320279	321656	-	1378	116
YBR043C_id001	chrII	321721	324094	-	2374	218
YBR044C_id001	chrII	324265	326142	-	1878	94
YBR045C_tx0	chrII	328048	330117	-	2070	22
YBR046C_id001	chrII	330073	331552	-	1480	95
YBR047W_id001	chrII	331288	332494	+	1207	5
YBR048W_id005	chrII	332816	334238	+	1423	8249
YBR049C_id003	chrII	334140	336967	-	2828	527
YBR050C_id001	chrII	337145	338460	-	1316	20
YBR052C_id004	chrII	338532	339423	-	892	1197
YBR053C_id001	chrII	339332	340763	-	1432	208
YBR054W_id001	chrII	342781	344584	+	1804	1104
YBR055C_id001	chrII	344489	347322	-	2834	319
YBR056W_id008	chrII	347809	349433	+	1625	499
YBR056W-A_id003	chrII	351095	351881	+	787	298
YBR057C_id002	chrII	352055	353405	-	1351	112
YBR058C_id002	chrII	353656	356091	-	2436	2
YBR058C-A_id007	chrII	356079	356625	-	547	648
YBR059C_id004	chrII	356762	360234	-	3473	519
YBR060C_id001	chrII	360589	362638	-	2050	162
YBR061C_id003	chrII	364175	365726	-	1552	245
YBR062C_id003	chrII	365896	366673	-	778	276
YBR063C_id001	chrII	366913	369557	-	2645	127
YBR065C_id001	chrII	367999	369713	-	1715	0
YBR066C_id001	chrII	369932	371004	-	1073	195
YBR067C_id001	chrII	371965	373120	-	1156	10827
YBR068C_id002	chrII	373642	375767	-	2126	4021
YBR069C_id006	chrII	376414	378602	-	2189	1003
YBR070C_id002	chrII	379101	379980	-	880	452
YBR071W_id001	chrII	380195	381322	+	1128	480
YBR072W_id001	chrII	381848	382838	+	991	58
YBR073W_tx0	chrII	383087	386113	+	3027	588
YBR074W_id001	chrII	386281	389331	+	3051	429
YBR076C-A_id001	chrII	390129	391670	-	1542	351
YBR076W_tx0	chrII	390202	391416	+	1215	2
YBR077C_id001	chrII	391588	392834	-	1247	241
YBR078W_id003	chrII	392947	395384	+	2438	12139
YBR079C_id003	chrII	395231	398302	-	3072	4149
YBR080C_id002	chrII	398464	400926	-	2463	417
YBR081C_tx0	chrII	401128	405276	-	4149	335
YBR082C_id002	chrII	406101	407208	-	1108	2433
YBR083W_id002	chrII	408947	410708	+	1762	227
YBR084C-A_id004	chrII	414063	415462	-	1400	9786
YBR084W_id002	chrII	410992	414180	+	3189	1090
YBR085C-A_id001	chrII	418530	419738	-	1209	2820
YBR085W_id001	chrII	415428	417068	+	1641	201
YBR086C_id001	chrII	420076	423360	-	3285	944
YBR087W_id001	chrII	423602	424879	+	1278	312
YBR088C_id002	chrII	424790	425809	-	1020	601
YBR089C-A_id001	chrII	425946	426921	-	976	1534
YBR089W_id001	chrII	425028	426037	+	1010	4
YBR091C_id001	chrII	426969	427525	-	557	351
YBR092C_id001	chrII	427647	430844	-	3198	1554
YBR093C_id001	chrII	429492	431417	-	1926	9
YBR094W_id001	chrII	431970	434419	+	2450	135
YBR095C_id001	chrII	434314	435772	-	1459	102
YBR096W_id002	chrII	435960	436876	+	917	469
YBR097W_tx0	chrII	436926	441440	+	4515	130
YBR098W_id002	chrII	441495	443742	+	2248	12
YBR101C_id003	chrII	442980	444743	-	1764	654
YBR102C_id003	chrII	444928	447358	-	2431	137
YBR103W_id001	chrII	447496	449378	+	1883	167
YBR104W_id002	chrII	449557	451125	+	1569	504
YBR105C_id002	chrII	450721	452105	-	1385	656
YBR106W_id003	chrII	452652	453825	+	1174	4546
YBR107C_id005	chrII	453227	454579	-	1353	119
YBR108W_id001	chrII	454743	457862	+	3120	180
YBR109C_id006	chrII	457579	458407	-	829	1973
YBR109W-A_id001	chrII	458498	459155	+	658	0
YBR110W_id001	chrII	458614	460347	+	1734	251
YBR111C_id001	chrII	461107	462146	-	1040	1030
YBR111W-A_id005	chrII	462105	462757	+	653	88
YBR112C_id001	chrII	462616	465945	-	3330	367
YBR114W_id002	chrII	467160	469792	+	2633	121
YBR115C_id001	chrII	469611	473945	-	4335	706
YBR117C_tx0	chrII	474267	476462	-	2196	70
YBR118W_id002	chrII	477464	479148	+	1685	106989
YBR119W_id001	chrII	479273	480588	+	1316	99
YBR120C_id001	chrII	480191	481071	-	881	64
YBR121C_id001	chrII	481250	483566	-	2317	2
YBR121C-A_id002	chrII	481250	483355	-	2106	0
YBR122C_id004	chrII	483768	485061	-	1294	355
YBR123C_id002	chrII	484670	486754	-	2085	16
YBR125C_id001	chrII	487061	488576	-	1516	237
YBR126C_id001	chrII	488770	490552	-	1783	1195
YBR126W-B_id001	chrII	490913	491294	+	382	1308
YBR127C_id002	chrII	491103	492986	-	1884	2685
YBR128C_id002	chrII	493007	494168	-	1162	22
YBR129C_id001	chrII	494193	495384	-	1192	83
YBR130C_id002	chrII	495479	496938	-	1460	500
YBR131W_id001	chrII	497133	499503	+	2371	164
YBR132C_id001	chrII	499349	501850	-	2502	67
YBR133C_id001	chrII	501498	504446	-	2949	115
YBR135W_id002	chrII	504751	505580	+	830	169
YBR136W_tx0	chrII	505643	512899	+	7257	39
YBR137W_id004	chrII	512966	513801	+	836	277
YBR139W_id004	chrII	515658	517400	+	1743	236
YBR140C_tx0	chrII	517225	526653	-	9429	518
YBR141C_id003	chrII	526857	528083	-	1227	93
YBR141W-A_id001	chrII	526948	527723	+	776	18
YBR142W_id003	chrII	528234	530843	+	2610	637
YBR143C_id002	chrII	530665	532285	-	1621	1539
YBR145W_id001	chrII	533721	535122	+	1402	520
YBR146W_id001	chrII	535197	536563	+	1367	499
YBR147W_id001	chrII	536427	537883	+	1457	44
YBR148W_tx0	chrII	537851	539830	+	1980	18
YBR149W_id004	chrII	539956	541302	+	1347	772
YBR150C_tx0	chrII	541084	544518	-	3435	120
YBR151W_id003	chrII	544879	546206	+	1328	621
YBR152W_tx0	chrII	546351	547376	+	1026	0
YBR153W_id004	chrII	546851	548416	+	1566	289
YBR154C_id002	chrII	548266	549150	-	885	879
YBR155W_id001	chrII	549259	551018	+	1760	504
YBR156C_id001	chrII	550925	553278	-	2354	142
YBR157C_id001	chrII	553414	555160	-	1747	58
YBR158W_id003	chrII	556286	558353	+	2068	1076
YBR159W_id001	chrII	558632	559894	+	1263	54
YBR160W_id001	chrII	559931	561577	+	1647	348
YBR161W_id001	chrII	561405	563003	+	1599	68
YBR162C_id004	chrII	562831	564808	-	1978	4105
YBR162W-A_id009	chrII	564860	565513	+	654	3478
YBR163W_id005	chrII	565611	567538	+	1928	158
YBR164C_id001	chrII	567430	568548	-	1119	631
YBR165W_id001	chrII	568741	569837	+	1097	90
YBR166C_id003	chrII	569732	571279	-	1548	393
YBR167C_id002	chrII	571447	572502	-	1056	187
YBR168W_tx0	chrII	572346	573737	+	1392	87
YBR169C_id002	chrII	573750	576124	-	2375	658
YBR170C_id001	chrII	576057	578112	-	2056	457
YBR171W_id003	chrII	578330	579177	+	848	1077
YBR172C_id001	chrII	579012	581501	-	2490	470
YBR173C_id002	chrII	581500	582203	-	704	351
YBR174C_id001	chrII	582174	583425	-	1252	3
YBR175W_id001	chrII	581736	583462	+	1727	111
YBR176W_id002	chrII	583604	584821	+	1218	65
YBR177C_id004	chrII	584563	586208	-	1646	854
YBR179C_id008	chrII	586471	589179	-	2709	70
YBR180W_tx0	chrII	589716	591584	+	1869	8
YBR181C_id002	chrII	591476	592813	-	1338	21867
YBR182C_tx0	chrII	593381	594889	-	1509	10
YBR182C-A_id001	chrII	594946	595849	-	904	4
YBR183W_id003	chrII	596016	597191	+	1176	206
YBR185C_id004	chrII	598938	600017	-	1080	97
YBR186W_tx0	chrII	600528	602485	+	1958	0
YBR187W_id001	chrII	601659	603598	+	1940	971
YBR188C_id001	chrII	602521	604187	-	1667	186
YBR189W_id002	chrII	604482	605915	+	1434	27993
YBR191W_id001	chrII	606248	607191	+	944	0
YBR191W-A_id001	chrII	606300	607280	+	981	764
YBR192W_id003	chrII	607438	609063	+	1626	180
YBR193C_id006	chrII	608609	609938	-	1330	148
YBR194W_id003	chrII	609916	610648	+	733	103
YBR195C_id002	chrII	610470	611950	-	1481	229
YBR196C_id001	chrII	612043	613994	-	1952	4522
YBR196C-A_id001	chrII	613915	614587	-	673	89
YBR197C_id001	chrII	614771	617352	-	2582	100
YBR198C_id001	chrII	616031	618609	-	2579	14
YBR199W_id002	chrII	618810	620607	+	1798	704
YBR200W_id002	chrII	620809	622776	+	1968	189
YBR201C-A_id001	chrII	624305	625418	-	1114	136
YBR201W_id001	chrII	623433	624921	+	1489	64
YBR202W_id002	chrII	625676	628486	+	2811	217
YBR203W_tx0	chrII	629143	632067	+	2925	41
YBR204C_id003	chrII	631999	633449	-	1451	56
YBR205W_tx0	chrII	633597	634961	+	1365	0
YBR206W_id001	chrII	633637	635026	+	1390	809
YBR207W_id002	chrII	635061	636738	+	1678	176
YBR208C_tx0	chrII	636578	642235	-	5658	300
YBR210W_id001	chrII	645330	645990	+	661	8
YBR211C_tx0	chrII	646033	647157	-	1125	10
YBR212W_id001	chrII	647438	650110	+	2673	433
YBR213W_id003	chrII	650250	651388	+	1139	214
YBR214W_id002	chrII	651305	653191	+	1887	245
YBR215W_id001	chrII	653315	655782	+	2468	151
YBR216C_id001	chrII	655282	657647	-	2366	94
YBR217W_id001	chrII	657768	658720	+	953	93
YBR218C_id001	chrII	658591	662399	-	3809	855
YBR220C_id004	chrII	662734	664744	-	2011	191
YBR221C_id001	chrII	664844	666471	-	1628	1429
YBR222C_id009	chrII	666606	668403	-	1798	583
YBR223C_id001	chrII	668403	670320	-	1918	40
YBR227C_id001	chrII	673443	675226	-	1784	89
YBR228W_id004	chrII	675313	676380	+	1068	126
YBR229C_id001	chrII	676226	679250	-	3025	116
YBR230C_id003	chrII	679514	680271	-	758	267
YBR230W-A_id002	chrII	679951	680694	+	744	177
YBR231C_id001	chrII	681897	683145	-	1249	243
YBR233W_id003	chrII	683285	684819	+	1535	59
YBR233W-A_id002	chrII	684934	685613	+	680	272
YBR234C_id001	chrII	685281	686654	-	1374	1152
YBR235W_id003	chrII	686833	690334	+	3502	237
YBR236C_id002	chrII	690158	691740	-	1583	400
YBR237W_id001	chrII	691916	694608	+	2693	271
YBR238C_id001	chrII	694607	697375	-	2769	52
YBR239C_id001	chrII	698243	700105	-	1863	54
YBR240C_tx0	chrII	700365	701867	-	1503	10
YBR241C_id001	chrII	702432	704174	-	1743	78
YBR242W_id002	chrII	704521	705647	+	1127	584
YBR243C_id001	chrII	704854	706846	-	1993	520
YBR244W_id003	chrII	706948	708102	+	1155	285
YBR245C_tx0	chrII	708025	711564	-	3540	215
YBR246W_id001	chrII	711533	712897	+	1365	659
YBR247C_id005	chrII	712724	714488	-	1765	999
YBR248C_id001	chrII	714623	716570	-	1948	1188
YBR249C_id001	chrII	716597	718107	-	1511	4175
YBR250W_tx0	chrII	719008	720729	+	1722	9
YBR251W_id001	chrII	721310	722462	+	1153	234
YBR252W_id001	chrII	722593	723353	+	761	2066
YBR253W_id006	chrII	723200	723734	+	535	292
YBR254C_id001	chrII	723541	724276	-	736	32
YBR255C-A_id004	chrII	726484	727134	-	651	405
YBR255W_id004	chrII	724420	726687	+	2268	299
YBR256C_id001	chrII	726918	728114	-	1197	432
YBR257W_id003	chrII	728582	729870	+	1289	360
YBR258C_id001	chrII	729380	730237	-	858	110
YBR259W_id002	chrII	730327	732588	+	2262	65
YBR260C_id003	chrII	732507	734680	-	2174	223
YBR261C_id002	chrII	734651	735567	-	917	524
YBR262C_id003	chrII	735592	736084	-	493	412
YBR263W_id001	chrII	736224	737919	+	1696	1247
YBR264C_id001	chrII	737728	738811	-	1084	383
YBR265W_id001	chrII	738110	739677	+	1568	695
YBR267W_id001	chrII	739674	741142	+	1469	297
YBR268W_id004	chrII	741269	741807	+	539	1137
YBR269C_id002	chrII	741884	742647	-	764	785
YBR271W_id002	chrII	744594	746204	+	1611	643
YBR272C_id001	chrII	746115	747833	-	1719	511
YBR273C_id003	chrII	747952	749402	-	1451	99
YBR274W_id001	chrII	749554	751425	+	1872	160
YBR275C_tx0	chrII	751231	757131	-	5901	40
YBR276C_id001	chrII	757531	760169	-	2639	1059
YBR278W_id007	chrII	760269	761096	+	828	176
YBR279W_id006	chrII	761216	762752	+	1537	201
YBR280C_id005	chrII	762601	764700	-	2100	97
YBR281C_id001	chrII	764840	767624	-	2785	131
YBR282W_id002	chrII	767437	768763	+	1327	618
YBR283C_id002	chrII	768700	770605	-	1906	3282
YBR285W_id004	chrII	773771	774498	+	728	16
YBR286W_id004	chrII	774672	776455	+	1784	1417
YBR287W_id001	chrII	776480	778083	+	1604	648
YBR288C_id002	chrII	777946	779919	-	1974	152
YBR289W_id004	chrII	779653	782436	+	2784	55
YBR290W_id005	chrII	782584	783733	+	1150	368
YBR291C_id002	chrII	783404	784604	-	1201	341
YBR293W_tx0	chrII	786981	788555	+	1575	160
YBR294W_tx0	chrII	789210	791939	+	2730	8
YBR295W_tx0	chrII	792824	796624	+	3801	75
YBR296C_tx0	chrII	796673	798547	-	1875	2
YBR297W_id022	chrII	800470	802159	+	1690	93
YBR298C_id019	chrII	802538	804714	-	2177	128
YBR299W_id002	chrII	805319	807236	+	1918	4
YBR300C_id001	chrII	808317	809395	-	1079	1
YBR301W_tx0	chrII	809032	809544	+	513	0
YBR302C_tx0	chrII	810215	811504	-	1290	476
YCL001W_id004	chrIII	111808	112584	+	777	609
YCL002C_id001	chrIII	110262	111700	-	1439	254
YCL004W_id001	chrIII	108956	110740	+	1785	70
YCL005W_id003	chrIII	107739	108934	+	1196	275
YCL005W-A_id003	chrIII	106941	107540	+	600	1873
YCL008C_id001	chrIII	105543	106906	-	1364	116
YCL009C_id001	chrIII	104471	105615	-	1145	1429
YCL010C_id004	chrIII	102099	104368	-	2270	0
YCL011C_id002	chrIII	101965	104329	-	2365	1279
YCL012C_id001	chrIII	101162	101925	-	764	156
YCL014W_tx0	chrIII	96256	101316	+	5061	158
YCL016C_id001	chrIII	94474	95911	-	1438	60
YCL017C_id002	chrIII	92413	94385	-	1973	470
YCL018W_id001	chrIII	91179	92594	+	1416	0
YCL021W-A_id001	chrIII	83530	84097	+	568	81
YCL024W_tx0	chrIII	79137	82400	+	3264	31
YCL025C_id001	chrIII	75941	78023	-	2083	598
YCL026C-A_id001	chrIII	74492	75412	-	921	8
YCL026C-B_id002	chrIII	73330	74085	-	756	49
YCL027W_tx0	chrIII	71778	73466	+	1689	245
YCL028W_id001	chrIII	70126	71749	+	1624	274
YCL029C_id001	chrIII	68353	70020	-	1668	58
YCL030C_id002	chrIII	65779	68393	-	2615	938
YCL031C_id002	chrIII	64556	65637	-	1082	64
YCL032W_id001	chrIII	63067	64581	+	1515	33
YCL033C_id001	chrIII	62705	63467	-	763	107
YCL034W_id004	chrIII	61608	62842	+	1235	86
YCL035C_id004	chrIII	60650	61288	-	639	1034
YCL036W_id001	chrIII	58974	60865	+	1892	65
YCL037C_id001	chrIII	56698	58745	-	2048	210
YCL038C_id002	chrIII	54811	56628	-	1818	65
