Experiment: JA_2020-08-30-shortvslong_n1  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Group	Score	Res	Status
True	3200768	F16	Sample 136	3	0.79	0.34	
True	3200768	F17	Sample 137	3	0.88	0.38	
True	3200768	F18	Sample 138	3	0.82	0.37	
True	3200768	F19	Sample 139	3	0.77	0.46	
True	3200768	F20	Sample 140	3	0.77	0.46	
True	3200768	F21	Sample 141	3	0.72	0.45	
True	3200768	F22	Sample 142	3	0.81	0.46	
True	3200768	F23	Sample 143	3	0.86	0.45	
True	3200768	F24	Sample 144	3	0.79	0.47	
True	255	G1	Sample 145	2	0.93	0.85	
True	255	G2	Sample 146	2	0.95	0.87	
True	255	G3	Sample 147	2	0.99	0.88	
True	255	G4	Sample 148	2	0.97	0.86	
True	255	G5	Sample 149	2	0.98	0.9	
True	255	G6	Sample 150	2	0.99	0.88	
True	255	G7	Sample 151	2	0.99	0.86	
True	255	G8	Sample 152	2	0.97	0.88	
True	255	G9	Sample 153	2	0.98	0.88	
True	255	G10	Sample 154	2	0.99	0.89	
True	255	G11	Sample 155	2	0.99	0.89	
True	255	G12	Sample 156	2	0.99	0.86	
True	255	G13	Sample 157	2	0.96	0.88	
True	255	G14	Sample 158	2	0.99	0.87	
True	255	G15	Sample 159	2	0.99	0.9	
True	255	G16	Sample 160	2	1	0.89	
True	255	G17	Sample 161	2	0.99	0.89	
True	255	G18	Sample 162	2	0.99	0.88	
True	151	G19	Sample 163	Unknown	0.68	0.26	
True	255	G20	Sample 164	2	0.83	0.53	
True	255	G21	Sample 165	2	0.88	0.63	
True	255	G22	Sample 166	2	0.78	0.45	
True	8421504	G23	Sample 167	5	0.79	0.45	
True	255	G24	Sample 168	2	0.89	0.68	
True	16744448	H1	Sample 169	1	0.9	0.86	
True	16744448	H2	Sample 170	1	0.95	0.92	
True	16744448	H3	Sample 171	1	0.97	0.92	
True	16744448	H4	Sample 172	1	0.97	0.93	
True	16744448	H5	Sample 173	1	0.93	0.89	
True	16744448	H6	Sample 174	1	0.94	0.9	
True	16744448	H7	Sample 175	1	0.92	0.89	
True	16744448	H8	Sample 176	1	0.87	0.84	
True	16744448	H9	Sample 177	1	0.93	0.9	
True	16744448	H10	Sample 178	1	0.95	0.91	
True	16744448	H11	Sample 179	1	0.95	0.92	
True	16744448	H12	Sample 180	1	0.94	0.91	
True	16744448	H13	Sample 181	1	0.9	0.87	
True	16744448	H14	Sample 182	1	0.92	0.89	
True	16744448	H15	Sample 183	1	0.93	0.89	
True	16744448	H16	Sample 184	1	0.94	0.9	
True	16744448	H17	Sample 185	1	0.95	0.91	
True	16744448	H18	Sample 186	1	0.94	0.89	
True	16711935	H19	Sample 187	4	0.98	0.97	
True	16711935	H20	Sample 188	4	0.98	0.93	
True	16711935	H21	Sample 189	4	0.99	0.96	
True	16744448	H22	Sample 190	1	0.86	0.8	
True	16711935	H23	Sample 191	4	0.97	0.92	
True	16711935	H24	Sample 192	4	0.99	0.96	
True	16744448	I1	Sample 193	1	0.94	0.89	
True	16744448	I2	Sample 194	1	0.99	0.95	
True	16744448	I3	Sample 195	1	0.96	0.91	
True	16744448	I4	Sample 196	1	0.98	0.94	
True	16744448	I5	Sample 197	1	0.99	0.94	
True	16744448	I6	Sample 198	1	0.98	0.94	
True	16744448	I7	Sample 199	1	0.94	0.9	
True	16744448	I8	Sample 200	1	0.91	0.87	
True	16744448	I9	Sample 201	1	0.98	0.94	
True	16744448	I10	Sample 202	1	0.98	0.93	
True	16744448	I11	Sample 203	1	0.95	0.89	
True	16744448	I12	Sample 204	1	0.97	0.92	
True	16744448	I13	Sample 205	1	0.97	0.93	
True	16744448	I14	Sample 206	1	0.96	0.91	
True	16744448	I15	Sample 207	1	0.96	0.91	
True	16744448	I16	Sample 208	1	0.98	0.94	
True	16744448	I17	Sample 209	1	0.99	0.95	
True	16744448	I18	Sample 210	1	1	0.94	
True	16711935	I19	Sample 211	4	0.99	0.97	
True	16744448	I20	Sample 212	1	0.83	0.77	
True	16711935	I21	Sample 213	4	1	0.98	
True	16711935	I22	Sample 214	4	0.99	0.98	
True	16711935	I23	Sample 215	4	0.98	0.93	
True	16776975	I24	Sample 216	Negative	1	1	
True	16744448	J1	Sample 217	1	0.91	0.48	
True	16744448	J2	Sample 218	1	0.91	0.5	
True	16744448	J3	Sample 219	1	0.92	0.47	
True	16744448	J4	Sample 220	1	0.94	0.59	
True	16744448	J5	Sample 221	1	0.96	0.58	
True	16744448	J6	Sample 222	1	0.97	0.56	
True	16744448	J7	Sample 223	1	0.97	0.58	
True	16744448	J8	Sample 224	1	0.97	0.59	
True	16744448	J9	Sample 225	1	0.98	0.6	
True	16744448	J10	Sample 226	1	0.97	0.56	
True	16744448	J11	Sample 227	1	0.97	0.6	
True	16744448	J12	Sample 228	1	0.97	0.58	
True	16744448	J13	Sample 229	1	0.98	0.6	
True	16744448	J14	Sample 230	1	0.94	0.62	
True	16744448	J15	Sample 231	1	0.97	0.6	
True	16744448	J16	Sample 232	1	0.96	0.5	
True	16744448	J17	Sample 233	1	0.94	0.46	
True	16744448	J18	Sample 234	1	0.96	0.49	
True	16711935	J19	Sample 235	4	0.99	0.96	
True	151	J20	Sample 236	Unknown	0.55	0.18	
True	16711935	J21	Sample 237	4	0.97	0.92	
True	151	J22	Sample 238	Unknown	0.52	0.09	
True	16711935	J23	Sample 239	4	0.98	0.95	
True	16711935	J24	Sample 240	4	0.99	0.95	
True	151	K1	Sample 241	Unknown	0.93	0.06	
True	3200768	K2	Sample 242	3	0.99	0.26	
True	3200768	K3	Sample 243	3	1	0.31	
True	3200768	K4	Sample 244	3	0.99	0.3	
True	3200768	K5	Sample 245	3	0.99	0.29	
True	3200768	K6	Sample 246	3	0.99	0.29	
True	3200768	K7	Sample 247	3	0.99	0.32	
True	3200768	K8	Sample 248	3	0.96	0.19	
True	3200768	K9	Sample 249	3	0.98	0.28	
True	3200768	K10	Sample 250	3	0.98	0.37	
True	3200768	K11	Sample 251	3	0.99	0.28	
True	3200768	K12	Sample 252	3	0.99	0.29	
True	3200768	K13	Sample 253	3	0.98	0.23	
True	3200768	K14	Sample 254	3	0.99	0.28	
True	3200768	K15	Sample 255	3	0.99	0.31	
True	3200768	K16	Sample 256	3	0.98	0.28	
True	3200768	K17	Sample 257	3	0.99	0.33	
True	3200768	K18	Sample 258	3	0.97	0.32	
True	151	K19	Sample 259	Unknown	0.53	0.38	
True	16711935	K20	Sample 260	4	0.98	0.97	
True	3200768	K21	Sample 261	3	0.74	0.45	
True	151	K22	Sample 262	Unknown	0.59	0.4	
True	3200768	K23	Sample 263	3	0.79	0.47	
True	151	K24	Sample 264	Unknown	0.52	0.37	
True	255	L1	Sample 265	2	0.94	0.89	
True	255	L2	Sample 266	2	0.97	0.91	
True	255	L3	Sample 267	2	0.99	0.89	
True	255	L4	Sample 268	2	0.97	0.89	
True	255	L5	Sample 269	2	0.99	0.9	
True	255	L6	Sample 270	2	0.99	0.89	
True	255	L7	Sample 271	2	0.99	0.9	
True	255	L8	Sample 272	2	0.99	0.9	
True	255	L9	Sample 273	2	0.99	0.9	
True	255	L10	Sample 274	2	0.98	0.86	
True	255	L11	Sample 275	2	0.99	0.9	
True	255	L12	Sample 276	2	0.96	0.85	
True	255	L13	Sample 277	2	0.98	0.85	
True	255	L14	Sample 278	2	0.99	0.88	
True	255	L15	Sample 279	2	0.99	0.89	
True	255	L16	Sample 280	2	0.98	0.84	
True	255	L17	Sample 281	2	0.98	0.85	
True	255	L18	Sample 282	2	0.98	0.85	
True	16711935	L19	Sample 283	4	0.99	0.97	
True	16711935	L20	Sample 284	4	0.95	0.94	
True	255	L21	Sample 285	2	0.89	0.65	
True	255	L22	Sample 286	2	0.78	0.44	
True	255	L23	Sample 287	2	0.9	0.68	
True	255	L24	Sample 288	2	0.86	0.61	
True	16744448	M1	Sample 289	1	0.77	0.75	
True	16744448	M2	Sample 290	1	0.85	0.81	
True	16744448	M3	Sample 291	1	0.91	0.87	
True	16744448	M4	Sample 292	1	0.94	0.9	
True	16744448	M5	Sample 293	1	0.94	0.89	
True	16744448	M6	Sample 294	1	0.97	0.92	
True	16744448	M7	Sample 295	1	0.95	0.91	
True	16744448	M8	Sample 296	1	0.91	0.88	
True	16744448	M9	Sample 297	1	0.95	0.91	
True	16744448	M10	Sample 298	1	0.97	0.93	
True	16744448	M11	Sample 299	1	0.97	0.93	
True	16744448	M12	Sample 300	1	0.96	0.93	
True	16744448	M13	Sample 301	1	0.96	0.92	
True	16744448	M14	Sample 302	1	0.97	0.94	
True	16744448	M15	Sample 303	1	0.92	0.88	
True	16744448	M16	Sample 304	1	0.91	0.88	
True	16744448	M17	Sample 305	1	0.98	0.93	
True	16744448	M18	Sample 306	1	0.95	0.91	
True	16711935	M19	Sample 307	4	0.99	0.97	
True	16711935	M20	Sample 308	4	0.99	0.98	
True	16711935	M21	Sample 309	4	0.98	0.97	
True	16711935	M22	Sample 310	4	0.97	0.96	
True	16711935	M23	Sample 311	4	0.98	0.97	
True	151	M24	Sample 312	Unknown	0.69	0.62	
True	16744448	N1	Sample 313	1	0.93	0.88	
True	16744448	N2	Sample 314	1	0.98	0.94	
True	16744448	N3	Sample 315	1	0.98	0.94	
True	16744448	N4	Sample 316	1	0.99	0.95	
True	16744448	N5	Sample 317	1	0.99	0.95	
True	16744448	N6	Sample 318	1	0.98	0.93	
True	16744448	N7	Sample 319	1	0.99	0.94	
True	16744448	N8	Sample 320	1	0.97	0.92	
True	16744448	N9	Sample 321	1	0.98	0.94	
True	16744448	N10	Sample 322	1	0.99	0.93	
True	16744448	N11	Sample 323	1	0.97	0.93	
True	16744448	N12	Sample 324	1	0.98	0.92	
True	16744448	N13	Sample 325	1	0.96	0.89	
True	16744448	N14	Sample 326	1	0.98	0.94	
True	16744448	N15	Sample 327	1	0.99	0.94	
True	16744448	N16	Sample 328	1	0.99	0.94	
True	16744448	N17	Sample 329	1	0.99	0.94	
True	16744448	N18	Sample 330	1	0.99	0.94	
True	16711935	N19	Sample 331	4	0.99	0.95	
True	16711935	N20	Sample 332	4	0.99	0.97	
True	16711935	N21	Sample 333	4	0.99	0.97	
True	16711935	N22	Sample 334	4	0.98	0.97	
True	16711935	N23	Sample 335	4	0.99	0.96	
True	16711935	N24	Sample 336	4	0.98	0.97	
True	151	O1	Sample 337	Unknown	0.64	0.05	
True	16744448	O2	Sample 338	1	0.92	0.44	
True	16744448	O3	Sample 339	1	0.93	0.43	
True	16744448	O4	Sample 340	1	0.91	0.39	
True	16744448	O5	Sample 341	1	0.93	0.42	
True	16744448	O6	Sample 342	1	0.93	0.43	
True	16744448	O7	Sample 343	1	0.93	0.48	
True	16744448	O8	Sample 344	1	0.93	0.41	
True	16744448	O9	Sample 345	1	0.94	0.46	
True	16744448	O10	Sample 346	1	0.91	0.43	
True	16744448	O11	Sample 347	1	0.9	0.43	
True	16744448	O12	Sample 348	1	0.91	0.46	
True	16744448	O13	Sample 349	1	0.93	0.48	
True	16744448	O14	Sample 350	1	0.91	0.53	
True	16744448	O15	Sample 351	1	0.95	0.48	
True	16744448	O16	Sample 352	1	0.94	0.48	
True	16744448	O17	Sample 353	1	0.9	0.41	
True	16744448	O18	Sample 354	1	0.94	0.46	
True	16711935	O19	Sample 355	4	0.99	0.96	
True	16711935	O20	Sample 356	4	0.99	0.97	
True	16711935	O21	Sample 357	4	0.99	0.97	
True	16711935	O22	Sample 358	4	0.99	0.98	
True	151	O23	Sample 359	Unknown	0.41	0	
True	16711935	O24	Sample 360	4	0.97	0.96	
True	16776975	P1	Sample 361	Negative	1	1	
True	16776975	P2	Sample 362	Negative	1	1	
True	16776975	P3	Sample 363	Negative	1	1	
True	16776975	P4	Sample 364	Negative	1	1	
True	16776975	P5	Sample 365	Negative	1	1	
True	16776975	P6	Sample 366	Negative	1	1	
True	16776975	P7	Sample 367	Negative	1	1	
True	16776975	P8	Sample 368	Negative	1	1	
True	16776975	P9	Sample 369	Negative	1	1	
True	16776975	P10	Sample 370	Negative	1	1	
True	16776975	P11	Sample 371	Negative	1	1	
True	16776975	P12	Sample 372	Negative	1	1	
True	16776975	P13	Sample 373	Negative	1	1	
True	151	P14	Sample 374	Unknown	0.24	0.17	
True	16776975	P15	Sample 375	Negative	1	1	
True	16776975	P16	Sample 376	Negative	1	1	
True	16776975	P17	Sample 377	Negative	1	1	
True	16776975	P18	Sample 378	Negative	1	1	
True	16776975	P19	Sample 379	Negative	1	1	
True	16776975	P20	Sample 380	Negative	1	1	
True	16776975	P21	Sample 381	Negative	1	1	
True	16776975	P22	Sample 382	Negative	1	1	
True	16776975	P23	Sample 383	Negative	1	1	
True	16776975	P24	Sample 384	Negative	1	1	
