Experiment: JA_2020-08-30-pSRO9-mCh-tRPS3_mod-n2  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Group	Score	Res	Status
True	255	I24	Sample 216	2	0.8	0.76	
True	3200768	J1	Sample 217	3	0.95	0.73	
True	3200768	J2	Sample 218	3	0.99	0.79	
True	3200768	J3	Sample 219	3	0.99	0.77	
True	3200768	J4	Sample 220	3	1	0.78	
True	3200768	J5	Sample 221	3	0.99	0.8	
True	3200768	J6	Sample 222	3	0.98	0.72	
True	3200768	J7	Sample 223	3	0.97	0.73	
True	3200768	J8	Sample 224	3	0.99	0.81	
True	3200768	J9	Sample 225	3	0.99	0.79	
True	3200768	J10	Sample 226	3	0.99	0.76	
True	3200768	J11	Sample 227	3	0.99	0.77	
True	3200768	J12	Sample 228	3	0.95	0.68	
True	3200768	J13	Sample 229	3	0.94	0.57	
True	3200768	J14	Sample 230	3	0.99	0.78	
True	3200768	J15	Sample 231	3	0.99	0.79	
True	3200768	J16	Sample 232	3	0.99	0.77	
True	3200768	J17	Sample 233	3	0.99	0.75	
True	3200768	J18	Sample 234	3	0.99	0.73	
True	3200768	J19	Sample 235	3	0.99	0.75	
True	3200768	J20	Sample 236	3	0.99	0.78	
True	3200768	J21	Sample 237	3	0.99	0.78	
True	3200768	J22	Sample 238	3	0.98	0.74	
True	3200768	J23	Sample 239	3	0.98	0.76	
True	3200768	J24	Sample 240	3	0.98	0.74	
True	16744448	K1	Sample 241	1	0.96	0.53	
True	16744448	K2	Sample 242	1	0.98	0.48	
True	16744448	K3	Sample 243	1	0.98	0.35	
True	16744448	K4	Sample 244	1	0.98	0.47	
True	16744448	K5	Sample 245	1	0.99	0.4	
True	16744448	K6	Sample 246	1	0.99	0.41	
True	16744448	K7	Sample 247	1	0.99	0.44	
True	16744448	K8	Sample 248	1	0.99	0.46	
True	16744448	K9	Sample 249	1	0.99	0.44	
True	16744448	K10	Sample 250	1	0.99	0.38	
True	16744448	K11	Sample 251	1	0.99	0.41	
True	16744448	K12	Sample 252	1	0.99	0.42	
True	16744448	K13	Sample 253	1	0.98	0.4	
True	16744448	K14	Sample 254	1	0.98	0.37	
True	16744448	K15	Sample 255	1	0.98	0.44	
True	16744448	K16	Sample 256	1	0.99	0.46	
True	16744448	K17	Sample 257	1	0.97	0.28	
True	16744448	K18	Sample 258	1	0.99	0.44	
True	16744448	K19	Sample 259	1	0.96	0.3	
True	16744448	K20	Sample 260	1	0.97	0.37	
True	16744448	K21	Sample 261	1	0.99	0.38	
True	16744448	K22	Sample 262	1	0.99	0.43	
True	16744448	K23	Sample 263	1	0.99	0.37	
True	16744448	K24	Sample 264	1	0.97	0.33	
True	16744448	L1	Sample 265	1	0.97	0.47	
True	16744448	L2	Sample 266	1	0.98	0.36	
True	16744448	L3	Sample 267	1	0.93	0.17	
True	16744448	L4	Sample 268	1	0.96	0.27	
True	16744448	L5	Sample 269	1	0.95	0.24	
True	16744448	L6	Sample 270	1	0.94	0.23	
True	16744448	L7	Sample 271	1	0.96	0.31	
True	16744448	L8	Sample 272	1	0.95	0.27	
True	16744448	L9	Sample 273	1	0.95	0.27	
True	16744448	L10	Sample 274	1	0.93	0.16	
True	16744448	L11	Sample 275	1	0.97	0.33	
True	16744448	L12	Sample 276	1	0.92	0.14	
True	16744448	L13	Sample 277	1	0.96	0.26	
True	16744448	L14	Sample 278	1	0.9	0.15	
True	16744448	L15	Sample 279	1	0.96	0.27	
True	16744448	L16	Sample 280	1	0.96	0.29	
True	16744448	L17	Sample 281	1	0.91	0.12	
True	16744448	L18	Sample 282	1	0.95	0.25	
True	16744448	L19	Sample 283	1	0.92	0.17	
True	16744448	L20	Sample 284	1	0.95	0.22	
True	16744448	L21	Sample 285	1	0.95	0.26	
True	16744448	L22	Sample 286	1	0.93	0.17	
True	16744448	L23	Sample 287	1	0.95	0.21	
True	16744448	L24	Sample 288	1	0.94	0.19	
True	255	M1	Sample 289	2	0.94	0.92	
True	255	M2	Sample 290	2	0.99	0.94	
True	255	M3	Sample 291	2	0.99	0.92	
True	255	M4	Sample 292	2	0.98	0.92	
True	255	M5	Sample 293	2	0.98	0.91	
True	255	M6	Sample 294	2	0.97	0.89	
True	255	M7	Sample 295	2	0.96	0.89	
True	255	M8	Sample 296	2	0.98	0.92	
True	255	M9	Sample 297	2	0.98	0.92	
True	255	M10	Sample 298	2	0.96	0.9	
True	255	M11	Sample 299	2	0.92	0.86	
True	255	M12	Sample 300	2	0.96	0.89	
True	255	M13	Sample 301	2	0.97	0.9	
True	255	M14	Sample 302	2	0.97	0.91	
True	255	M15	Sample 303	2	0.97	0.91	
True	255	M16	Sample 304	2	0.97	0.91	
True	255	M17	Sample 305	2	0.97	0.91	
True	255	M18	Sample 306	2	0.94	0.89	
True	255	M19	Sample 307	2	0.92	0.86	
True	255	M20	Sample 308	2	0.96	0.9	
True	255	M21	Sample 309	2	0.95	0.89	
True	255	M22	Sample 310	2	0.95	0.89	
True	255	M23	Sample 311	2	0.95	0.9	
True	255	M24	Sample 312	2	0.96	0.91	
True	3200768	N1	Sample 313	3	0.97	0.7	
True	3200768	N2	Sample 314	3	0.88	0.47	
True	3200768	N3	Sample 315	3	0.8	0.27	
True	3200768	N4	Sample 316	3	0.84	0.38	
True	3200768	N5	Sample 317	3	0.87	0.42	
True	3200768	N6	Sample 318	3	0.79	0.23	
True	3200768	N7	Sample 319	3	0.78	0.29	
True	3200768	N8	Sample 320	3	0.9	0.51	
True	16711935	N9	Sample 321	4	0.96	0.96	
True	3200768	N10	Sample 322	3	0.75	0.15	
True	3200768	N11	Sample 323	3	0.72	0.12	
True	3200768	N12	Sample 324	3	0.72	0.11	
True	1234938	N13	Sample 325	6	0.81	0.31	
True	3200768	N14	Sample 326	3	0.76	0.22	
True	16711935	N15	Sample 327	4	0.96	0.96	
True	3200768	N16	Sample 328	3	0.81	0.28	
True	16711935	N17	Sample 329	4	0.99	0.99	
True	151	N18	Sample 330	Unknown	0.71	0.09	
True	3200768	N19	Sample 331	3	0.83	0.33	
True	3200768	N20	Sample 332	3	0.94	0.58	
True	3200768	N21	Sample 333	3	0.82	0.33	
True	16711935	N22	Sample 334	4	0.98	0.98	
True	3200768	N23	Sample 335	3	0.8	0.28	
True	3200768	N24	Sample 336	3	0.91	0.51	
True	16711935	O1	Sample 337	4	0.96	0.96	
True	16711935	O2	Sample 338	4	0.96	0.96	
True	16711935	O3	Sample 339	4	0.98	0.98	
True	16711935	O4	Sample 340	4	0.95	0.94	
True	16711935	O5	Sample 341	4	0.96	0.96	
True	8421504	O6	Sample 342	5	0.99	0.38	
True	16711935	O7	Sample 343	4	0.99	0.99	
True	8421504	O8	Sample 344	5	0.92	0.54	
True	16711935	O9	Sample 345	4	0.99	0.98	
True	8421504	O10	Sample 346	5	0.99	0.38	
True	8421504	O11	Sample 347	5	1	0.43	
True	16711935	O12	Sample 348	4	0.99	0.98	
True	16711935	O13	Sample 349	4	0.98	0.98	
True	8421504	O14	Sample 350	5	0.71	0.51	
True	16711935	O15	Sample 351	4	0.97	0.97	
True	16711935	O16	Sample 352	4	0.99	0.98	
True	16711935	O17	Sample 353	4	0.99	0.99	
True	16711935	O18	Sample 354	4	0.99	0.99	
True	16711935	O19	Sample 355	4	0.99	0.98	
True	16711935	O20	Sample 356	4	0.97	0.97	
True	16711935	O21	Sample 357	4	0.99	0.99	
True	16711935	O22	Sample 358	4	0.98	0.98	
True	8421504	O23	Sample 359	5	0.94	0.54	
True	16711935	O24	Sample 360	4	0.99	0.98	
True	16711935	P1	Sample 361	4	0.93	0.92	
True	16711935	P2	Sample 362	4	0.98	0.98	
True	16711935	P3	Sample 363	4	0.98	0.98	
True	16776975	P4	Sample 364	Negative	1	1	
True	16711935	P5	Sample 365	4	0.99	0.99	
True	16711935	P6	Sample 366	4	0.99	0.99	
True	16711935	P7	Sample 367	4	0.99	0.99	
True	8421504	P8	Sample 368	5	0.86	0.45	
True	16711935	P9	Sample 369	4	0.98	0.98	
True	16711935	P10	Sample 370	4	0.99	0.99	
True	16711935	P11	Sample 371	4	0.99	0.99	
True	16711935	P12	Sample 372	4	0.98	0.98	
True	16711935	P13	Sample 373	4	0.99	0.99	
True	16711935	P14	Sample 374	4	0.99	0.99	
True	16711935	P15	Sample 375	4	1	0.99	
True	8421504	P16	Sample 376	5	0.91	0.48	
True	16711935	P17	Sample 377	4	0.98	0.98	
True	16711935	P18	Sample 378	4	0.99	0.99	
True	16711935	P19	Sample 379	4	0.99	0.99	
True	16776975	P20	Sample 380	Negative	1	1	
True	16711935	P21	Sample 381	4	0.98	0.98	
True	16711935	P22	Sample 382	4	0.99	0.99	
True	1234938	P23	Sample 383	6	1	0.78	
True	16711935	P24	Sample 384	4	0.99	0.99	
